Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,WRPercentageofTeamPassYards,TeamName_y,SkillPointOff
3001,WR,Tetairoa,McMillan,Tetairoa McMillan,DAL,0,0,0,0,873,67,824,310,True,0,0,0,0,65,0,0,4,0,0,0,0,0,0,0,4,16,16,0,10,0,Tetairoa,McMillan,2864.0,2862.0,2.0,24.0,10.0,Signed,Normal,73.0,0.0,0.0,DAL,tier_5,1059.4660194174755,1934.030769230769,0.25,4.854368932038835,0.2387202625102543,DAL,4.0
3002,WR,Beaux,Collins,Beaux Collins,DAL,5,0,0,0,655,22,847,216,True,0,2,0,0,48,0,0,4,5,0,0,0,0,0,0,5,13,13,0,10,0,Beaux,Collins,610.0,608.0,2.0,24.0,10.0,Signed,Normal,79.0,0.0,0.0,DAL,tier_4,779.2207792207793,1916.3999999999999,0.38461538461538464,5.903187721369539,0.22044130329610231,DAL,0.0
3003,WR,Gabe,Davis,Gabe Davis,DAL,0,0,0,0,640,27,856,222,True,0,1,0,0,50,0,0,4,0,0,0,0,0,0,0,3,14,14,0,10,0,Gabe,Davis,656.0,654.0,7.0,28.0,10.0,Signed,Star,78.0,0.0,0.0,DAL,tier_4,747.6635514018691,1807.0588235294117,0.21428571428571427,3.5046728971962615,0.2000078128051877,DAL,-3.0
3004,TE,Hunter,Henry,Hunter Henry,CAR,0,0,4,0,572,26,1141,275,True,0,0,0,0,55,0,0,4,0,0,2,0,0,0,0,2,16,16,0,20,0,Hunter,Henry,1217.0,1215.0,11.0,32.0,20.0,Signed,Star,71.0,0.0,0.0,CAR,tier_5,501.3146362839614,1497.6,0.125,1.7528483786152498,0.15343347639484978,CAR,0.0
3006,TE,Jake,Ferguson,Jake Ferguson,DAL,0,0,2,0,504,22,1132,234,True,0,0,0,0,47,0,0,4,0,0,1,0,0,0,0,1,16,16,0,10,0,Jake,Ferguson,872.0,870.0,5.0,28.0,10.0,Signed,Star,75.0,0.0,0.0,DAL,tier_4,445.22968197879857,1544.1702127659573,0.0625,0.8833922261484098,0.13781788351107466,DAL,-7.0
3007,QB,Jalen,Milroe,Jalen Milroe,DAL,228,773,0,133,0,0,258,0,True,63,33,109,5,0,0,2,4,79,68,5,0,0,18,3,0,6,3,3,10,0,Jalen,Milroe,1265.0,1263.0,1.0,24.0,10.0,Signed,Normal,65.0,0.0,0.0,DAL,tier_6,883.7209302325582,2072.727272727273,0.0,0.0,0.0,,
3009,HB,Jonathan,Taylor,Jonathan Taylor,DAL,912,0,4,176,361,26,625,284,True,0,242,0,0,37,0,3,4,52,0,14,0,0,0,0,2,14,14,3,10,8,Jonathan,Taylor,2745.0,2743.0,7.0,28.0,10.0,Signed,Superstar,86.0,0.0,0.0,DAL,tier_2,2036.8,1166.967741935484,0.7142857142857143,16.0,0.11281690691042619,DAL,-4.0
3011,HB,Rayshon,Luke,Rayshon Luke,DAL,312,0,1,87,289,19,434,235,True,0,91,0,0,34,0,2,4,52,0,3,0,0,0,0,2,16,16,0,10,4,Rayshon,Luke,294.0,292.0,1.0,23.0,10.0,Signed,Normal,77.0,0.0,0.0,DAL,tier_4,1384.7926267281105,1081.728,0.375,13.82488479262673,0.07902652447361225,DAL,-3.0
3014,QB,Will,Levis,Will Levis,DAL,177,1248,0,108,0,0,299,0,True,102,24,163,6,0,0,2,4,57,27,4,0,0,11,9,0,5,5,4,10,0,Will,Levis,1714.0,1712.0,4.0,28.0,10.0,Signed,Normal,71.0,0.0,0.0,DAL,tier_5,591.9732441471573,2212.5,0.0,0.0,0.0,,
3016,WR,Jahan,Dotson,Jahan Dotson,WAS,34,0,0,23,764,50,697,278,True,0,5,0,0,56,0,1,4,25,0,1,0,0,0,0,6,11,11,0,25,0,Jahan,Dotson,733.0,731.0,5.0,27.0,25.0,Signed,Normal,83.0,0.0,0.0,WAS,tier_3,1144.906743185079,1970.7540983606557,0.5454545454545454,8.60832137733142,0.27705627705627706,WAS,6.0
3018,QB,Sam,Darnold,Sam Darnold,WAS,42,1607,0,0,0,0,423,0,True,144,19,249,7,0,0,0,4,6,50,0,0,0,11,7,0,7,7,0,25,1,Sam,Darnold,638.0,636.0,9.0,30.0,25.0,Signed,Normal,73.0,0.0,0.0,WAS,tier_5,99.29078014184398,663.1578947368422,0.14285714285714285,2.3640661938534278,0.0,,
3019,HB,Carson,Steele,Carson Steele,WAS,136,0,1,37,73,14,279,60,True,0,39,0,0,12,0,1,4,41,0,2,0,0,0,0,1,16,2,0,25,1,Carson,Steele,956.0,954.0,2.0,25.0,25.0,Signed,Normal,69.0,0.0,0.0,WAS,tier_6,749.1039426523297,1006.1176470588234,0.125,7.168458781362007,0.018199950137122913,WAS,-3.0
3020,WR,Jalen,Hale,Jalen Hale,TEN,5,0,1,0,639,69,1003,242,True,0,1,0,0,50,0,0,4,5,0,0,0,0,0,0,3,16,16,0,29,0,Jalen,Hale,1382.0,1380.0,0.0,21.0,29.0,Signed,Normal,78.0,0.0,0.0,TEN,tier_4,642.0737786640079,1833.6470588235293,0.1875,2.991026919242273,0.1702184336707512,TEN,-4.0
3021,QB,Emory,Williams,Emory Williams,LV,0,0,0,0,0,0,28,0,True,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,22,0,Emory,Williams,2742.0,2740.0,0.0,23.0,22.0,Signed,Normal,60.0,0.0,0.0,LV,tier_6,0.0,,0.0,0.0,0.0,,
3022,WR,Deebo,Samuel,Deebo Samuel,ATL,0,0,0,0,971,71,1078,309,True,0,0,0,0,64,0,0,4,0,0,4,0,0,0,0,3,16,16,0,13,0,Deebo,Samuel,2460.0,2458.0,8.0,31.0,13.0,Signed,Star,77.0,0.0,0.0,ATL,tier_4,900.7421150278293,2184.75,0.1875,2.782931354359926,0.2287396937573616,ATL,-1.0
3023,QB,Bailey,Zappe,Bailey Zappe,PHI,17,142,0,0,0,0,74,0,True,16,8,27,0,0,0,0,4,5,20,0,0,0,8,1,0,5,1,0,12,0,Bailey,Zappe,3184.0,3182.0,5.0,28.0,12.0,Signed,Normal,64.0,0.0,0.0,PHI,tier_6,229.72972972972974,637.5,0.0,0.0,0.0,,
3024,HB,Nicholas,Singleton,Nicholas Singleton,NYJ,730,0,4,268,179,21,705,123,True,0,155,0,0,18,0,8,4,53,0,12,0,0,0,0,1,16,3,2,17,7,Nicholas,Singleton,3023.0,3021.0,2.0,23.0,17.0,Signed,Normal,76.0,0.0,0.0,NYJ,tier_4,1289.3617021276596,1414.8901734104045,0.5,11.347517730496454,0.04954331580404096,NYJ,4.0
3027,QB,Sam,Horn,Sam Horn,NYJ,8,919,0,0,0,0,294,0,True,68,10,118,4,0,0,0,4,4,90,0,0,0,3,6,0,16,4,1,17,0,Sam,Horn,2500.0,2498.0,0.0,24.0,17.0,Signed,Normal,65.0,0.0,0.0,NYJ,tier_6,27.210884353741495,240.0,0.0,0.0,0.0,,
3030,QB,Kenny,Pickett,Kenny Pickett,NYJ,155,2694,0,57,0,0,820,0,True,242,33,413,8,0,0,1,4,46,51,2,0,0,26,16,0,16,13,6,17,1,Kenny,Pickett,2237.0,2235.0,5.0,29.0,17.0,Signed,Star,71.0,0.0,0.0,NYJ,tier_5,189.02439024390245,1409.0909090909092,0.0625,1.2195121951219512,0.0,,
3031,TE,Tucker,Kraft,Tucker Kraft,NYJ,0,0,1,0,458,23,1105,234,True,0,0,0,0,47,0,0,4,0,0,3,0,0,0,0,4,15,15,1,17,0,Tucker,Kraft,1643.0,1641.0,4.0,26.0,17.0,Signed,Normal,76.0,0.0,0.0,NYJ,tier_4,414.4796380090498,1403.2340425531916,0.26666666666666666,3.6199095022624435,0.13521542577728574,NYJ,-5.0
3032,WR,Jeremiah,Smith,Jeremiah Smith,NYJ,22,0,1,0,805,90,923,355,True,0,9,0,0,59,0,0,4,6,0,1,0,0,0,0,6,15,15,0,17,0,Jeremiah,Smith,416.0,414.0,0.0,21.0,17.0,Signed,Star,78.0,0.0,0.0,NYJ,tier_4,895.9913326110509,1801.764705882353,0.4,6.500541711809317,0.23766030076575329,NYJ,1.0
3033,QB,Cooper,Rush,Cooper Rush,WAS,12,87,0,0,0,0,133,0,True,6,7,16,1,0,0,0,4,4,39,0,0,0,0,1,0,15,0,1,25,0,Cooper,Rush,2441.0,2439.0,10.0,33.0,25.0,Signed,Normal,63.0,0.0,0.0,WAS,tier_6,90.22556390977444,514.2857142857142,0.0,0.0,0.0,,
3034,QB,Riley,Leonard,Riley Leonard,LV,0,0,0,0,0,0,106,0,True,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,0,0,22,0,Riley,Leonard,1966.0,1964.0,2.0,25.0,22.0,Signed,Normal,67.0,0.0,0.0,LV,tier_6,0.0,,0.0,0.0,0.0,,
3035,TE,Baylor,Cupp,Baylor Cupp,ARI,0,0,1,0,229,23,600,122,True,0,0,0,0,20,0,0,4,0,0,3,0,0,0,0,0,15,4,0,6,0,Baylor,Cupp,3455.0,3453.0,3.0,26.0,6.0,Signed,Normal,68.0,0.0,0.0,ARI,tier_6,381.66666666666663,1648.8000000000002,0.0,0.0,0.06331432521168136,ARI,-2.0
3037,WR,Ricky,Pearsall,Ricky Pearsall,LV,0,0,2,0,695,60,830,250,True,0,0,0,0,49,0,0,4,0,0,0,0,0,0,0,4,15,10,0,22,0,Ricky,Pearsall,3295.0,3293.0,3.0,26.0,22.0,Signed,Normal,73.0,0.0,0.0,LV,tier_5,837.3493975903614,2042.4489795918364,0.26666666666666666,4.819277108433735,0.1876318231671307,LV,1.0
3038,WR,Ja'Lynn,Polk,Ja'Lynn Polk,LAR,0,0,1,0,199,20,487,110,True,0,0,0,0,20,0,0,4,0,0,0,0,0,0,0,1,12,9,0,23,0,Ja'Lynn,Polk,3286.0,3284.0,3.0,25.0,23.0,Signed,Normal,70.0,0.0,0.0,LAR,tier_5,408.6242299794661,1432.8,0.08333333333333333,2.053388090349076,0.07303422332324067,LAR,-7.0
3039,QB,Hendon,Hooker,Hendon Hooker,LAC,0,4,0,0,0,0,68,0,True,1,0,1,0,0,0,0,4,0,4,0,0,0,0,0,0,15,0,0,7,0,Hendon,Hooker,1295.0,1293.0,4.0,29.0,7.0,Signed,Normal,66.0,0.0,0.0,LAC,tier_6,0.0,,0.0,0.0,0.0,,
3041,WR,Ladd,McConkey,Ladd McConkey,NYG,0,0,1,0,583,48,654,248,True,0,0,0,0,45,0,0,4,0,0,0,0,0,0,0,6,12,12,0,15,0,Ladd,McConkey,1307.0,1305.0,2.0,25.0,15.0,Signed,Normal,78.0,0.0,0.0,NYG,tier_4,891.4373088685015,1865.5999999999997,0.5,9.174311926605505,0.18477141272482372,NYG,3.0
3042,WR,Brenden,Rice,Brenden Rice,LAC,5,0,3,0,412,61,324,136,True,0,1,0,0,32,0,0,4,5,0,0,0,0,0,0,3,14,14,0,7,0,Brenden,Rice,3441.0,3439.0,3.0,25.0,7.0,Signed,Normal,71.0,0.0,0.0,LAC,tier_5,1287.037037037037,1843.272727272727,0.21428571428571427,9.25925925925926,0.10846743673281337,LAC,8.0
3043,TE,Kyle,Pitts,Kyle Pitts,ATL,0,0,1,0,809,47,1032,359,True,0,0,0,0,75,0,0,4,0,0,2,0,0,0,0,3,14,14,0,13,0,Kyle,Pitts,2256.0,2254.0,6.0,26.0,13.0,Signed,Superstar,90.0,0.0,0.0,ATL,tier_1,783.9147286821704,1553.28,0.21428571428571427,2.9069767441860463,0.2178024566717146,ATL,-2.0
3044,QB,Kyle,McCord,Kyle McCord,CLE,0,0,0,0,0,0,8,0,True,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4,0,Kyle,McCord,1061.0,1059.0,2.0,25.0,4.0,Signed,Normal,62.0,0.0,0.0,CLE,tier_6,0.0,,0.0,0.0,0.0,,
3048,TE,Mark,Andrews,Mark Andrews,TEN,0,0,0,0,958,68,1077,349,True,0,0,0,0,75,0,0,4,0,0,1,0,0,0,0,12,14,14,0,29,0,Mark,Andrews,81.0,79.0,9.0,31.0,29.0,Signed,XFactor,93.0,0.0,0.0,TEN,tier_1,889.5078922934076,1839.36,0.8571428571428571,11.142061281337048,0.29165081056396985,TEN,4.0
3049,WR,Khalil,Shakir,Khalil Shakir,TEN,0,0,2,0,717,49,590,304,True,0,2,0,0,54,0,0,4,0,0,0,0,0,0,0,3,10,10,0,29,0,Khalil,Shakir,2518.0,2516.0,5.0,27.0,29.0,Signed,Normal,80.0,0.0,0.0,TEN,tier_3,1215.2542372881358,1843.7142857142856,0.3,5.084745762711864,0.3055940330314332,TEN,5.0
3050,TE,Brett,Norfleet,Brett Norfleet,TEN,19,0,1,2,118,17,557,48,True,0,5,0,0,15,0,0,4,6,0,1,0,0,0,0,1,16,2,0,29,3,Brett,Norfleet,3187.0,3185.0,1.0,24.0,29.0,Signed,Normal,68.0,0.0,0.0,TEN,tier_6,245.9605026929982,1134.6,0.25,7.1813285457809695,0.03143313798614811,TEN,7.0
3051,QB,Sam,Howell,Sam Howell,ATL,43,627,0,1,0,0,203,0,True,44,13,74,4,0,0,0,4,6,63,1,0,0,12,4,0,14,2,0,13,1,Sam,Howell,1319.0,1317.0,5.0,26.0,13.0,Signed,Normal,70.0,0.0,0.0,ATL,tier_5,211.82266009852216,992.3076923076923,0.07142857142857142,4.926108374384237,0.0,,
3052,QB,Nico,Iamaleava,Nico Iamaleava,TEN,339,3737,0,100,0,0,1071,0,True,331,89,556,10,0,0,2,4,45,69,5,0,0,39,29,0,16,16,3,29,3,Nico,Iamaleava,3030.0,3028.0,1.0,23.0,29.0,Signed,Star,74.0,0.0,0.0,TEN,tier_5,316.5266106442577,1142.6966292134832,0.1875,2.8011204481792715,0.0,,
3054,QB,Taylor,Heinicke,Taylor Heinicke,TEN,1,17,0,0,0,0,80,0,True,2,1,2,0,0,0,0,4,1,13,0,0,0,0,0,0,16,0,0,29,0,Taylor,Heinicke,1202.0,1200.0,12.0,34.0,29.0,Signed,Normal,67.0,0.0,0.0,TEN,tier_6,12.5,300.0,0.0,0.0,0.0,,
3056,HB,Zach,Charbonnet,Zach Charbonnet,TEN,471,0,1,45,105,17,572,75,True,0,149,0,0,13,0,1,4,46,0,2,0,0,0,0,0,14,5,0,29,4,Zach,Charbonnet,486.0,484.0,4.0,26.0,29.0,Signed,Normal,79.0,0.0,0.0,TEN,tier_4,1006.993006993007,965.5555555555555,0.2857142857142857,6.993006993006993,0.031965903036760786,TEN,-6.0
3059,QB,Caleb,Williams,Caleb Williams,CHI,330,4647,0,134,0,0,1140,0,True,387,71,634,12,0,0,3,4,64,71,5,0,0,19,32,0,16,16,2,0,5,Caleb,Williams,1376.0,1374.0,3.0,25.0,0.0,Signed,XFactor,95.0,0.0,0.0,CHI,tier_0,289.4736842105263,1394.3661971830986,0.3125,4.385964912280701,0.0,,
3060,WR,Adonai,Mitchell,Adonai Mitchell,CHI,2,0,0,0,1504,69,1109,452,True,0,2,0,0,109,0,0,4,2,0,0,0,0,0,0,17,16,16,0,0,0,Adonai,Mitchell,3281.0,3279.0,3.0,25.0,0.0,Signed,Normal,86.0,0.0,0.0,CHI,tier_2,1357.980162308386,1956.5405405405406,1.0625,15.329125338142472,0.32288535852297123,CHI,8.0
3061,QB,Trevor,Lawrence,Trevor Lawrence,JAX,565,3887,0,245,0,0,1049,0,True,332,107,553,12,0,0,8,4,47,72,15,0,0,25,25,0,16,16,3,16,5,Trevor,Lawrence,1683.0,1681.0,6.0,27.0,16.0,Signed,Superstar,82.0,0.0,0.0,JAX,tier_3,538.6081982840801,1584.1121495327102,0.3125,4.7664442326024785,0.0,,
3063,HB,TreVeyon,Henderson,TreVeyon Henderson,CHI,1075,0,5,278,369,26,854,284,True,0,273,0,0,44,0,6,4,52,0,16,0,0,0,0,1,16,16,0,0,10,TreVeyon,Henderson,3311.0,3309.0,3.0,24.0,0.0,Signed,Normal,81.0,0.0,0.0,CHI,tier_3,1690.8665105386417,1184.9716088328075,0.6875,12.88056206088993,0.07921854873336195,CHI,1.0
3064,QB,Daniel,Jones,Daniel Jones,CHI,0,11,0,0,0,0,83,0,True,2,0,2,0,0,0,0,4,0,7,0,0,0,0,1,0,16,0,0,0,0,Daniel,Jones,1527.0,1525.0,8.0,30.0,0.0,Signed,Normal,68.0,0.0,0.0,CHI,tier_6,0.0,,0.0,0.0,0.0,,
3065,QB,Davis,Mills,Davis Mills,TB,5,0,0,0,0,0,86,0,True,0,1,0,0,0,0,0,4,5,0,0,0,0,0,0,0,16,0,0,5,0,Davis,Mills,1941.0,1939.0,6.0,28.0,5.0,Signed,Normal,67.0,0.0,0.0,TB,tier_6,58.13953488372093,1500.0,0.0,0.0,0.0,,
3067,HB,D'Andre,Swift,D'Andre Swift,CHI,238,0,4,8,174,27,431,146,True,0,79,1,0,18,0,0,4,13,0,2,0,0,0,0,1,13,0,0,0,1,D'Andre,Swift,2724.0,2722.0,7.0,28.0,0.0,Signed,Star,72.0,0.0,0.0,CHI,tier_5,955.9164733178654,994.3917525773195,0.15384615384615385,4.640371229698376,0.04597549294844271,CHI,-4.0
3068,WR,Malachi,Coleman,Malachi Coleman,CHI,9,0,0,0,283,25,601,127,True,0,2,0,0,23,0,0,4,6,0,0,0,0,0,0,1,16,8,0,0,0,Malachi,Coleman,1727.0,1725.0,1.0,23.0,0.0,Signed,Normal,73.0,0.0,0.0,CHI,tier_5,485.8569051580699,1738.0800000000002,0.0625,1.663893510815308,0.06075568913696865,CHI,-8.0
3069,WR,Tee,Higgins,Tee Higgins,CHI,9,0,0,0,888,66,824,364,True,0,2,0,0,71,0,0,4,5,0,0,0,0,0,0,5,14,14,0,0,0,Tee,Higgins,1243.0,1241.0,7.0,28.0,0.0,Signed,Star,79.0,0.0,0.0,CHI,tier_4,1088.5922330097087,1788.6575342465753,0.35714285714285715,6.067961165048543,0.2178740109182359,CHI,3.0
3070,WR,Brandon,Aiyuk,Brandon Aiyuk,JAX,5,0,1,0,1199,64,844,402,True,0,2,0,0,81,0,0,4,4,0,0,0,0,0,0,9,13,13,0,16,0,Brandon,Aiyuk,31.0,29.0,7.0,29.0,16.0,Signed,Superstar,87.0,0.0,0.0,JAX,tier_2,1426.5402843601896,2098.265060240964,0.6923076923076923,10.66350710900474,0.3588745884465729,JAX,11.0
3072,TE,Jake,Johnson,Jake Johnson,JAX,0,0,2,0,326,23,684,165,True,0,0,0,0,28,0,0,4,0,0,1,0,0,0,0,2,16,6,0,16,0,Jake,Johnson,2366.0,2364.0,1.0,24.0,16.0,Signed,Normal,69.0,0.0,0.0,JAX,tier_6,476.60818713450294,1676.5714285714284,0.125,2.923976608187134,0.07928015564202334,JAX,2.0
3073,TE,Colston,Loveland,Colston Loveland,IND,0,0,7,0,365,23,1078,203,True,0,0,0,0,38,0,0,4,0,0,4,0,0,0,0,2,16,14,0,9,0,Colston,Loveland,163.0,161.0,2.0,23.0,9.0,Signed,Star,71.0,0.0,0.0,IND,tier_5,338.58998144712433,1383.157894736842,0.125,1.8552875695732838,0.10552182711766407,IND,-5.0
3074,QB,Brayden,Schager,Brayden Schager,NO,0,0,0,0,0,0,13,0,True,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,26,0,Brayden,Schager,452.0,450.0,2.0,24.0,26.0,Signed,Normal,63.0,0.0,0.0,NO,tier_6,0.0,,0.0,0.0,0.0,,
3076,QB,Sam,Huard,Sam Huard,JAX,2,225,0,0,0,0,136,0,True,23,2,33,0,0,0,0,4,1,22,0,0,0,2,2,0,16,0,0,16,0,Sam,Huard,2281.0,2279.0,1.0,24.0,16.0,Signed,Normal,67.0,0.0,0.0,JAX,tier_6,14.705882352941176,300.0,0.0,0.0,0.0,,
3077,TE,Chigoziem,Okonkwo,Chigoziem Okonkwo,JAX,0,0,3,0,273,46,701,129,True,0,0,0,0,29,0,0,4,0,0,2,0,0,0,0,1,10,10,0,16,0,Chigoziem,Okonkwo,2115.0,2113.0,5.0,27.0,16.0,Signed,Star,72.0,0.0,0.0,JAX,tier_5,389.44365192582023,1355.5862068965516,0.1,1.4265335235378032,0.10622568093385214,JAX,-4.0
3079,HB,Bucky,Irving,Bucky Irving,JAX,459,0,0,149,259,23,598,181,True,0,115,0,0,34,0,4,4,55,0,5,0,0,0,0,1,15,15,0,16,3,Bucky,Irving,3254.0,3252.0,3.0,25.0,16.0,Signed,Normal,70.0,0.0,0.0,JAX,tier_5,1200.6688963210704,1174.469798657718,0.26666666666666666,6.688963210702341,0.06718547341115434,JAX,0.0
3082,WR,Drake,London,Drake London,JAX,6,0,0,0,1049,72,1036,395,True,0,2,0,0,87,0,0,4,6,0,4,0,0,0,0,11,16,16,0,16,0,Drake,London,1744.0,1742.0,5.0,26.0,16.0,Signed,Star,84.0,0.0,0.0,JAX,tier_3,1018.3397683397684,1717.4831460674156,0.6875,10.617760617760617,0.25510700389105057,JAX,7.0
3083,HB,Treyaun,Webb,Treyaun Webb,JAX,949,0,2,329,176,20,493,143,True,0,214,0,0,20,0,7,4,51,0,13,0,0,0,0,0,16,16,0,16,9,Treyaun,Webb,1325.0,1323.0,0.0,22.0,16.0,Signed,Normal,76.0,0.0,0.0,JAX,tier_4,2281.947261663286,1324.974358974359,0.5625,18.255578093306287,0.042801556420233464,JAX,6.0
3087,WR,Malachi,Corley,Malachi Corley,IND,0,0,1,0,474,51,636,180,True,0,0,0,0,37,0,0,4,0,0,1,0,0,0,0,4,14,9,0,9,0,Malachi,Corley,3326.0,3324.0,3.0,25.0,9.0,Signed,Normal,75.0,0.0,0.0,IND,tier_4,745.2830188679245,1844.7567567567567,0.2857142857142857,6.289308176100629,0.156610085491265,IND,-2.0
3088,WR,Mike,Matthews,Mike Matthews,SF,0,0,2,0,492,65,689,118,True,0,0,0,0,35,0,0,4,0,0,1,0,0,0,0,5,15,2,0,14,0,Mike,Matthews,2370.0,2368.0,0.0,22.0,14.0,Signed,Normal,71.0,0.0,0.0,SF,tier_5,714.078374455733,2024.2285714285713,0.3333333333333333,7.256894049346879,0.14525325214503182,SF,0.0
3089,WR,Mike,Williams,Mike Williams,TEN,0,0,0,0,218,24,262,105,True,0,0,0,0,22,0,0,4,0,0,0,0,0,0,0,1,10,4,0,29,0,Mike,Williams,3062.0,3060.0,10.0,32.0,29.0,Signed,Normal,72.0,0.0,0.0,TEN,tier_5,832.0610687022902,1426.909090909091,0.1,3.8167938931297707,0.09291422482685135,TEN,-3.0
3090,QB,Russell,Wilson,Russell Wilson,ARI,0,0,0,0,0,0,58,0,True,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,15,0,0,6,0,Russell,Wilson,3099.0,3097.0,15.0,38.0,6.0,Signed,Star,71.0,0.0,0.0,ARI,tier_5,0.0,,0.0,0.0,0.0,,
3091,WR,Marvin,Harrison Jr,Marvin Harrison Jr,ARI,1,0,1,0,1008,32,1065,362,True,0,2,0,0,76,0,0,4,1,0,2,0,0,0,0,3,16,16,0,6,0,Marvin,Harrison Jr,3198.0,3196.0,3.0,25.0,6.0,Signed,Superstar,91.0,0.0,0.0,ARI,tier_1,947.4178403755868,1864.7692307692307,0.1875,2.8169014084507045,0.26127527216174184,ARI,-4.0
3094,QB,Conner,Weigman,Conner Weigman,ARI,314,3858,0,107,0,0,1085,0,True,323,82,536,9,0,0,3,4,38,63,4,0,0,28,16,0,16,16,7,6,6,Conner,Weigman,3016.0,3014.0,1.0,23.0,6.0,Signed,Normal,74.0,0.0,0.0,ARI,tier_5,289.4009216589862,1148.780487804878,0.375,5.529953917050691,0.0,,
3100,TE,T.J.,Hockenson,T.J. Hockenson,ARI,8,0,1,0,394,21,872,174,True,0,3,0,0,39,0,0,4,5,0,0,0,0,0,0,3,12,12,0,6,1,T.J.,Hockenson,1269.0,1267.0,8.0,30.0,6.0,Signed,Superstar,85.0,0.0,0.0,ARI,tier_2,461.00917431192664,1408.0,0.3333333333333333,4.587155963302752,0.13616727147053742,ARI,-4.0
3101,WR,Christian,Kirk,Christian Kirk,ARI,0,0,4,0,846,63,818,370,True,0,1,0,0,60,0,0,4,0,0,0,0,0,0,0,3,14,14,0,6,0,Christian,Kirk,1623.0,1621.0,9.0,30.0,6.0,Signed,Star,83.0,0.0,0.0,ARI,tier_3,1034.2298288508557,1997.1147540983607,0.21428571428571427,3.667481662591687,0.2506109753388136,ARI,1.0
3103,QB,Jordan,Love,Jordan Love,GB,114,4414,0,0,0,0,1085,0,True,378,48,630,5,0,0,0,4,6,70,0,0,0,24,27,0,16,16,4,19,0,Jordan,Love,1753.0,1751.0,7.0,28.0,19.0,Signed,Star,84.0,0.0,0.0,GB,tier_3,105.06912442396313,712.5,0.0,0.0,0.0,,
3104,WR,Dontayvion,Wicks,Dontayvion Wicks,GB,3,0,0,0,1275,43,1036,500,True,0,1,0,0,102,0,0,4,3,0,4,0,0,0,0,9,16,16,0,19,0,Dontayvion,Wicks,3019.0,3017.0,4.0,26.0,19.0,Signed,Normal,84.0,0.0,0.0,GB,tier_3,1233.5907335907336,1791.26213592233,0.5625,8.687258687258687,0.28885364748527415,GB,8.0
3105,WR,Jayden,Reed,Jayden Reed,GB,0,0,0,0,765,70,676,278,True,0,1,0,0,55,0,0,4,0,0,4,0,0,0,0,3,11,11,0,19,0,Jayden,Reed,2338.0,2336.0,4.0,27.0,19.0,Signed,Star,88.0,0.0,0.0,GB,tier_2,1131.6568047337278,1967.142857142857,0.2727272727272727,4.437869822485207,0.25209045598714835,GB,0.0
3107,TE,Pat,Freiermuth,Pat Freiermuth,LV,0,0,5,0,452,26,1043,188,True,0,0,0,0,45,0,0,4,0,0,1,0,0,0,0,7,16,16,0,22,0,Pat,Freiermuth,936.0,934.0,6.0,28.0,22.0,Signed,Star,75.0,0.0,0.0,LV,tier_4,433.3652924256951,1446.3999999999999,0.4375,6.7114093959731544,0.11440141736269299,LV,-1.0
3109,QB,Gardner,Minshew II,Gardner Minshew II,GB,0,0,0,0,0,0,65,0,True,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,16,0,0,19,0,Gardner,Minshew II,1947.0,1945.0,8.0,31.0,19.0,Signed,Normal,67.0,0.0,0.0,GB,tier_6,0.0,,0.0,0.0,0.0,,
3111,WR,Ja'Mori,Maclin,Ja'Mori Maclin,GB,4,0,3,0,559,25,717,252,True,0,1,0,0,48,0,0,4,4,0,0,0,0,0,0,3,13,5,0,19,0,Ja'Mori,Maclin,851.0,849.0,1.0,23.0,19.0,Signed,Star,75.0,0.0,0.0,GB,tier_4,785.2161785216178,1667.265306122449,0.23076923076923078,4.184100418410042,0.1558676937018577,GB,-1.0
