Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,WRPercentageofTeamPassYards,TeamName_y,SkillPointOff
2795,QB,Justin,Herbert,Justin Herbert,LAC,241,4277,0,54,0,0,1111,0,True,376,82,543,6,0,0,1,5,49,57,4,0,0,33,27,0,16,16,5,7,2,Justin,Herbert,1219.0,1217.0,8.0,30.0,7.0,Signed,XFactor,90.0,0.0,0.0,LAC,tier_1,216.92169216921693,881.7073170731708,0.125,1.8001800180018002,0.0,,
2796,TE,Brock,Bowers,Brock Bowers,LAC,0,0,0,0,1015,57,1165,478,True,0,1,0,0,89,0,0,5,0,0,3,0,0,0,0,5,16,16,0,7,0,Brock,Bowers,3204.0,3202.0,4.0,25.0,7.0,Signed,XFactor,95.0,0.0,0.0,LAC,tier_0,871.244635193133,1624.0,0.3125,4.291845493562231,0.23731587561374795,LAC,0.0
2797,QB,Sam,Hartman,Sam Hartman,WAS,0,0,0,0,0,0,4,0,True,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,25,0,Sam,Hartman,3400.0,3398.0,4.0,29.0,25.0,Signed,Normal,60.0,0.0,0.0,WAS,tier_6,0.0,,0.0,0.0,0.0,,
2798,WR,CeeDee,Lamb,CeeDee Lamb,LAC,0,0,1,0,1272,52,1044,428,True,0,2,0,0,92,0,0,5,0,0,5,0,0,0,0,12,16,16,0,7,0,CeeDee,Lamb,1660.0,1658.0,8.0,29.0,7.0,Signed,XFactor,91.0,0.0,0.0,LAC,tier_1,1218.3908045977012,1948.5957446808509,0.75,11.494252873563218,0.29740472293663783,LAC,4.0
2799,HB,Jaydon,Blue,Jaydon Blue,LAC,250,0,0,98,63,10,258,51,True,0,58,0,0,10,0,3,5,46,0,5,0,0,0,0,0,12,0,0,7,3,Jaydon,Blue,1664.0,1662.0,2.0,24.0,7.0,Signed,Normal,69.0,0.0,0.0,LAC,tier_6,1213.1782945736434,1236.3529411764705,0.25,11.627906976744185,0.019639934533551555,LAC,4.0
2802,QB,Austin,Novosad,Austin Novosad,GB,0,0,0,0,0,0,89,0,True,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,16,0,0,19,0,Austin,Novosad,357.0,355.0,0.0,23.0,19.0,Signed,Normal,64.0,0.0,0.0,GB,tier_6,0.0,,0.0,0.0,0.0,,
2804,WR,Nico,Collins,Nico Collins,HOU,7,0,0,0,766,38,970,321,True,0,4,0,0,71,0,0,5,5,0,0,0,0,0,0,3,16,16,0,31,0,Nico,Collins,552.0,550.0,7.0,29.0,31.0,Signed,Superstar,85.0,0.0,0.0,HOU,tier_2,796.9072164948454,1498.7200000000003,0.1875,3.092783505154639,0.18655625913297613,HOU,-6.0
2805,QB,C.J.,Stroud,C.J. Stroud,HOU,117,2496,0,70,0,0,651,0,True,220,21,352,4,0,0,2,5,37,73,4,0,0,12,15,0,10,10,3,31,2,C.J.,Stroud,2703.0,2701.0,5.0,26.0,31.0,Signed,XFactor,86.0,0.0,0.0,HOU,tier_2,179.72350230414747,1671.4285714285713,0.2,3.0721966205837172,0.0,,
2807,WR,Tank,Dell,Tank Dell,HOU,0,0,2,0,799,52,727,318,True,0,1,0,0,56,0,0,5,0,0,0,0,0,0,0,3,12,12,0,31,0,Tank,Dell,692.0,690.0,5.0,28.0,31.0,Signed,Normal,84.0,0.0,0.0,HOU,tier_3,1099.0371389270977,2018.5263157894735,0.25,4.126547455295736,0.2594577041727553,HOU,2.0
2808,QB,Bailey,Zappe,Bailey Zappe,NYG,73,1627,0,54,0,0,357,0,True,136,9,182,4,0,0,1,5,57,44,3,0,0,18,7,0,12,5,1,15,1,Bailey,Zappe,3184.0,3182.0,6.0,29.0,15.0,Signed,Normal,65.0,0.0,0.0,NYG,tier_6,204.48179271708682,2433.333333333333,0.08333333333333333,2.8011204481792715,0.0,,
2811,TE,Tony,Livingston,Tony Livingston,HOU,0,0,2,0,657,49,1012,258,True,0,0,0,0,51,0,0,5,0,0,1,0,0,0,0,2,15,15,0,31,0,Tony,Livingston,3003.0,3001.0,1.0,23.0,31.0,Signed,Superstar,78.0,0.0,0.0,HOU,tier_4,649.2094861660079,1855.0588235294117,0.13333333333333333,1.976284584980237,0.1706770579639552,HOU,-2.0
2815,HB,Blake,Corum,Blake Corum,PHI,1104,0,2,285,308,20,737,228,True,0,284,0,0,36,0,6,5,55,0,17,0,0,0,0,1,16,16,0,12,6,Blake,Corum,3246.0,3244.0,4.0,27.0,12.0,Signed,Normal,77.0,0.0,0.0,PHI,tier_4,1915.8751696065128,1173.6,0.4375,9.49796472184532,0.08222103577148959,PHI,1.0
2818,TE,Moliki,Matavao,Moliki Matavao,MIN,0,0,1,0,255,18,605,121,True,0,0,0,0,24,0,0,5,0,0,0,0,0,0,0,1,16,3,0,30,0,Moliki,Matavao,2261.0,2259.0,2.0,24.0,30.0,Signed,Normal,70.0,0.0,0.0,MIN,tier_5,421.4876033057851,1530.0,0.0625,1.6528925619834711,0.06444275966641395,MIN,-2.0
2819,TE,Pearce,Spurlin III,Pearce Spurlin III,PHI,0,0,2,0,771,48,1182,327,True,0,0,0,0,70,0,0,5,0,0,3,0,0,0,0,4,16,16,0,12,0,Pearce,Spurlin III,2333.0,2331.0,1.0,22.0,12.0,Signed,Normal,84.0,0.0,0.0,PHI,tier_3,652.2842639593908,1586.0571428571427,0.25,3.3840947546531304,0.20581954084356646,PHI,-1.0
2824,WR,Jahan,Dotson,Jahan Dotson,WAS,0,0,0,0,1044,41,985,397,True,0,0,0,0,80,0,0,5,0,0,1,0,0,0,0,4,16,16,0,25,0,Jahan,Dotson,733.0,731.0,6.0,28.0,25.0,Signed,Normal,84.0,0.0,0.0,WAS,tier_3,1059.8984771573603,1879.2,0.25,4.060913705583757,0.26410321274981025,WAS,2.0
2825,HB,Jonathan,Brooks,Jonathan Brooks,WAS,751,0,3,171,239,17,582,204,True,0,198,0,0,30,0,3,5,68,0,12,0,0,0,0,2,12,12,0,25,2,Jonathan,Brooks,3337.0,3335.0,4.0,25.0,25.0,Signed,Superstar,85.0,0.0,0.0,WAS,tier_2,1701.0309278350514,1139.1052631578948,0.3333333333333333,6.8728522336769755,0.08061387975377352,WAS,-5.0
2827,WR,Jalen,Coker,Jalen Coker,WAS,3,0,3,0,737,25,1004,310,True,0,2,0,0,61,0,0,5,3,0,0,0,0,0,0,2,16,16,0,25,0,Jalen,Coker,3419.0,3417.0,4.0,26.0,25.0,Signed,Star,78.0,0.0,0.0,WAS,tier_4,737.0517928286853,1698.857142857143,0.125,1.9920318725099602,0.1864406779661017,WAS,-6.0
2828,HB,Carson,Steele,Carson Steele,WAS,112,0,3,19,166,20,455,121,True,0,41,0,0,19,0,0,5,19,0,1,0,0,0,0,2,16,5,0,25,2,Carson,Steele,956.0,954.0,3.0,26.0,25.0,Signed,Normal,73.0,0.0,0.0,WAS,tier_5,610.989010989011,958.4000000000001,0.25,8.791208791208792,0.041993422716923856,WAS,-4.0
2829,TE,Dalton,Schultz,Dalton Schultz,DEN,0,0,2,0,279,19,705,120,True,0,0,0,0,30,0,0,5,0,0,1,0,0,0,0,3,15,8,0,3,0,Dalton,Schultz,2490.0,2488.0,10.0,32.0,3.0,Signed,Star,74.0,0.0,0.0,DEN,tier_5,395.74468085106383,1339.1999999999998,0.2,4.25531914893617,0.07858463163453921,DEN,0.0
2830,WR,Bryant,Wesco,Bryant Wesco,DEN,37,0,4,0,991,50,891,367,True,0,10,0,0,78,0,0,5,6,0,0,0,0,0,0,4,16,16,0,3,1,Bryant,Wesco,1470.0,1468.0,1.0,23.0,3.0,Signed,Normal,80.0,0.0,0.0,DEN,tier_3,1153.759820426487,1747.7727272727277,0.3125,5.611672278338944,0.2616847108529179,DEN,2.0
2831,HB,Kevin,Riley,Kevin Riley,DEN,610,0,4,202,379,22,648,285,True,0,160,0,0,56,0,5,5,51,0,8,0,0,0,0,3,16,14,0,3,4,Kevin,Riley,2147.0,2145.0,1.0,22.0,3.0,Signed,Normal,73.0,0.0,0.0,DEN,tier_5,1526.2345679012346,1099.8888888888887,0.4375,10.802469135802468,0.10007921837866385,DEN,1.0
2833,QB,Jordan,Travis,Jordan Travis,DEN,10,208,1,0,0,0,112,0,True,18,2,29,1,0,0,0,5,5,27,0,0,0,5,1,0,12,1,0,3,0,Jordan,Travis,3366.0,3364.0,4.0,28.0,3.0,Signed,Normal,67.0,0.0,0.0,DEN,tier_6,89.28571428571429,1500.0,0.0,0.0,0.0,,
2835,TE,Pat,Freiermuth,Pat Freiermuth,DEN,0,0,1,0,320,20,749,162,True,0,0,0,0,33,0,0,5,0,0,2,0,0,0,0,4,16,9,0,3,0,Pat,Freiermuth,936.0,934.0,7.0,29.0,3.0,Signed,Star,72.0,0.0,0.0,DEN,tier_5,427.2363150867824,1396.3636363636363,0.25,5.34045393858478,0.08449960390810668,DEN,3.0
2836,WR,Marvin,Harrison Jr,Marvin Harrison Jr,ARI,19,0,0,0,1093,29,855,398,True,0,4,0,0,85,0,0,5,7,0,0,0,0,0,0,8,15,15,0,6,0,Marvin,Harrison Jr,3198.0,3196.0,4.0,26.0,6.0,Signed,Star,89.0,0.0,0.0,ARI,tier_2,1300.5847953216373,1832.4943820224717,0.5333333333333333,9.35672514619883,0.3105665068371515,ARI,5.0
2837,WR,Jakobi,Meyers,Jakobi Meyers,TEN,0,0,0,0,829,24,953,369,True,0,0,0,0,68,0,0,5,0,0,0,0,0,0,0,5,16,16,0,29,0,Jakobi,Meyers,1926.0,1924.0,9.0,31.0,29.0,Signed,Normal,76.0,0.0,0.0,TEN,tier_4,869.8845750262329,1755.5294117647059,0.3125,5.246589716684155,0.1980884109916368,TEN,-1.0
2839,HB,Trevor,Etienne,Trevor Etienne,ARI,955,0,2,242,428,28,634,366,True,0,234,0,0,47,0,6,5,51,0,15,0,0,0,0,2,14,14,0,6,4,Trevor,Etienne,2074.0,2072.0,3.0,24.0,6.0,Signed,Superstar,85.0,0.0,0.0,ARI,tier_2,2181.3880126182967,1238.9039145907475,0.42857142857142855,9.46372239747634,0.13029910952127255,ARI,-1.0
2841,QB,Conner,Weigman,Conner Weigman,ARI,402,3754,0,196,0,0,1055,0,True,342,87,508,13,0,0,4,5,63,68,8,0,0,29,23,0,16,16,3,6,3,Conner,Weigman,3016.0,3014.0,2.0,24.0,6.0,Signed,Normal,75.0,0.0,0.0,ARI,tier_4,381.042654028436,1386.2068965517242,0.1875,2.843601895734597,0.0,,
2842,QB,Tua,Tagovailoa,Tua Tagovailoa,ARI,5,0,0,0,0,0,71,0,True,0,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,16,0,1,6,0,Tua,Tagovailoa,2727.0,2725.0,8.0,30.0,6.0,Signed,Star,71.0,0.0,0.0,ARI,tier_5,70.42253521126761,1500.0,0.0,0.0,0.0,,
2847,HB,Gideon,Davidson,Gideon Davidson,LAC,503,0,1,51,257,26,534,220,True,0,150,0,0,34,0,1,5,38,0,2,0,0,0,0,2,12,12,0,7,5,Gideon,Davidson,300.0,298.0,0.0,21.0,7.0,Signed,Normal,73.0,0.0,0.0,LAC,tier_5,1423.2209737827714,1021.2391304347826,0.5833333333333334,13.108614232209739,0.08011846309718651,LAC,1.0
2849,WR,Tobias,Merriweather,Tobias Merriweather,NO,0,0,1,0,448,26,660,225,True,0,0,0,0,42,0,0,5,0,0,0,0,0,0,0,2,13,13,0,26,0,Tobias,Merriweather,602.0,600.0,3.0,26.0,26.0,Signed,Normal,77.0,0.0,0.0,NO,tier_4,678.7878787878789,1536.0,0.15384615384615385,3.0303030303030303,0.13564197180433343,NO,-5.0
2850,QB,Byrum,Brown,Byrum Brown,MIN,3,0,0,0,0,0,13,0,True,0,1,0,0,0,0,0,5,3,0,0,0,0,0,0,0,4,0,0,30,1,Byrum,Brown,1920.0,1918.0,1.0,24.0,30.0,Signed,Normal,64.0,0.0,0.0,MIN,tier_6,230.76923076923077,900.0,0.25,76.92307692307693,0.0,,
2851,HB,Dallan,Hayden,Dallan Hayden,DET,517,0,1,149,178,23,398,140,True,0,153,0,0,23,0,3,5,55,0,7,0,0,0,0,0,12,9,3,18,12,Dallan,Hayden,93.0,91.0,2.0,25.0,18.0,Signed,Normal,72.0,0.0,0.0,DET,tier_5,1746.2311557788946,1026.8863636363637,1.0,30.15075376884422,0.0482580994984411,DET,3.0
2852,QB,Walker,Howard,Walker Howard,GB,0,0,0,0,0,0,17,0,True,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,19,0,Walker,Howard,779.0,777.0,1.0,23.0,19.0,Signed,Normal,59.0,0.0,0.0,GB,tier_6,0.0,,0.0,0.0,0.0,,
2854,QB,Haynes,King,Haynes King,LAR,0,0,0,0,0,0,21,0,True,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,23,0,Haynes,King,70.0,68.0,2.0,27.0,23.0,Signed,Normal,63.0,0.0,0.0,LAR,tier_6,0.0,,0.0,0.0,0.0,,
2855,QB,Will,Rogers,Will Rogers,KC,0,0,0,0,0,0,14,0,True,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,8,0,Will,Rogers,3540.0,3538.0,4.0,27.0,8.0,Signed,Normal,57.0,0.0,0.0,KC,tier_6,0.0,,0.0,0.0,0.0,,
2856,TE,T.J.,Hockenson,T.J. Hockenson,ARI,0,0,0,0,496,43,970,218,True,0,0,0,0,50,0,0,5,0,0,2,0,0,0,0,3,14,14,0,6,0,T.J.,Hockenson,1269.0,1267.0,9.0,31.0,6.0,Signed,Star,77.0,0.0,0.0,ARI,tier_4,511.34020618556696,1428.4799999999998,0.21428571428571427,3.092783505154639,0.1510008372022224,ARI,1.0
2857,WR,Donovan,Peoples-Jones,Donovan Peoples-Jones,ARI,0,0,1,0,294,68,429,105,True,0,0,0,0,20,0,0,5,0,0,0,0,0,0,0,2,16,0,0,6,0,Donovan,Peoples-Jones,2207.0,2205.0,8.0,29.0,6.0,Signed,Star,72.0,0.0,0.0,ARI,tier_5,685.3146853146853,2116.8,0.125,4.662004662004662,0.07831646244006393,ARI,-4.0
2860,HB,Will,Shipley,Will Shipley,ARI,369,0,1,16,124,26,528,107,True,0,133,0,0,17,0,0,5,19,0,2,0,0,0,0,1,16,2,0,6,3,Will,Shipley,3283.0,3281.0,4.0,26.0,6.0,Signed,Normal,78.0,0.0,0.0,ARI,tier_4,933.7121212121212,857.04,0.25,7.575757575757576,0.03303143313798615,ARI,-6.0
2864,QB,Caleb,Williams,Caleb Williams,CHI,115,4346,0,0,0,0,982,0,True,371,47,541,6,0,0,0,5,7,65,0,0,0,18,28,0,15,15,2,0,0,Caleb,Williams,1376.0,1374.0,4.0,26.0,0.0,Signed,XFactor,97.0,0.0,0.0,CHI,tier_0,117.10794297352342,734.0425531914893,0.0,0.0,0.0,,
2866,WR,Tee,Higgins,Tee Higgins,CHI,7,0,0,0,963,55,716,409,True,0,2,0,0,78,0,0,5,6,0,0,0,0,0,0,4,12,12,0,0,0,Tee,Higgins,1243.0,1241.0,8.0,29.0,0.0,Signed,Star,80.0,0.0,0.0,CHI,tier_3,1354.7486033519554,1759.65,0.3333333333333333,5.58659217877095,0.2689568496020109,CHI,4.0
2868,QB,Rocco,Becht,Rocco Becht,CHI,12,428,1,0,-21,6,204,-24,True,44,4,69,1,2,0,0,5,5,24,2,0,0,5,2,0,16,1,0,0,0,Rocco,Becht,2875.0,2873.0,1.0,25.0,0.0,Signed,Normal,64.0,0.0,0.0,CHI,tier_6,-44.11764705882353,96.0,0.0,0.0,-0.004398826979472141,,
2871,TE,Caden,Prieskorn,Caden Prieskorn,MIA,0,0,1,0,1224,64,1088,518,True,0,0,0,0,97,0,0,5,0,0,3,0,0,0,0,7,15,15,0,11,0,Caden,Prieskorn,3241.0,3239.0,4.0,27.0,11.0,Signed,XFactor,95.0,0.0,0.0,MIA,tier_0,1125.0,1817.0721649484535,0.4666666666666667,6.4338235294117645,0.2884029158383035,MIA,2.0
2872,WR,Brian,Thomas Jr,Brian Thomas Jr,MIA,2,0,1,0,955,25,959,358,True,0,1,0,0,76,0,0,5,2,0,1,0,0,0,0,6,15,15,0,11,0,Brian,Thomas Jr,264.0,262.0,3.0,25.0,11.0,Signed,Star,83.0,0.0,0.0,MIA,tier_3,997.9144942648593,1793.7662337662337,0.4,6.256517205422315,0.22502024887710773,MIA,3.0
2874,QB,Heinrich,Haarberg,Heinrich Haarberg,MIA,0,0,0,0,0,0,2,0,True,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,11,0,Heinrich,Haarberg,2973.0,2971.0,2.0,26.0,11.0,Signed,Normal,64.0,0.0,0.0,MIA,tier_6,0.0,,0.0,0.0,0.0,,
2875,QB,Arch,Manning,Arch Manning,MIA,215,4527,0,64,0,0,1104,0,True,393,53,607,13,0,0,1,5,34,64,5,0,0,38,25,0,16,16,8,11,2,Arch,Manning,1667.0,1665.0,1.0,23.0,11.0,Signed,Normal,78.0,0.0,0.0,MIA,tier_4,194.74637681159422,1216.9811320754716,0.125,1.8115942028985508,0.0,,
2877,QB,Sam,Darnold,Sam Darnold,MIA,0,0,0,0,0,0,69,0,True,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,0,11,0,Sam,Darnold,638.0,636.0,10.0,31.0,11.0,Signed,Normal,69.0,0.0,0.0,MIA,tier_6,0.0,,0.0,0.0,0.0,,
2878,HB,Trey,Benson,Trey Benson,MIA,1080,0,8,357,492,23,774,381,True,0,249,0,0,54,0,8,5,62,0,20,0,0,0,0,4,16,16,0,11,5,Trey,Benson,3371.0,3369.0,4.0,26.0,11.0,Signed,Star,86.0,0.0,0.0,MIA,tier_2,2031.0077519379845,1303.1287128712872,0.5625,11.627906976744185,0.10868124585818423,MIA,2.0
2879,WR,Xavier,Legette,Xavier Legette,MIA,0,0,0,0,756,25,992,328,True,0,0,0,0,62,0,0,5,0,0,0,0,0,0,0,3,16,16,0,11,0,Xavier,Legette,3255.0,3253.0,4.0,27.0,11.0,Signed,Normal,75.0,0.0,0.0,MIA,tier_4,762.0967741935484,1755.8709677419354,0.1875,3.0241935483870965,0.16699801192842942,MIA,-2.0
2880,WR,Tetairoa,McMillan,Tetairoa McMillan,DAL,1,0,1,0,847,58,1014,395,True,0,3,0,0,71,0,0,5,1,0,1,0,0,0,0,2,16,16,0,10,0,Tetairoa,McMillan,2864.0,2862.0,3.0,25.0,10.0,Signed,Normal,82.0,0.0,0.0,DAL,tier_3,836.2919132149902,1652.2702702702704,0.125,1.9723865877712032,0.23250068624759812,DAL,-3.0
2881,TE,Bryson,Nesbit,Bryson Nesbit,MIN,0,0,0,0,296,26,762,115,True,0,0,0,0,28,0,0,5,0,0,1,0,0,0,0,1,13,13,0,30,0,Bryson,Nesbit,478.0,476.0,3.0,25.0,30.0,Signed,Normal,73.0,0.0,0.0,MIN,tier_5,388.4514435695538,1522.2857142857142,0.07692307692307693,1.3123359580052494,0.09206663945102156,MIN,-4.0
2882,WR,Beaux,Collins,Beaux Collins,DAL,7,0,1,0,904,24,957,350,True,0,2,0,0,76,0,0,5,4,0,0,0,0,0,0,2,16,16,0,10,0,Beaux,Collins,610.0,608.0,3.0,25.0,10.0,Signed,Normal,79.0,0.0,0.0,DAL,tier_4,951.9331243469175,1695.8461538461538,0.125,2.0898641588296765,0.2481471314850398,DAL,1.0
2883,WR,Gabe,Davis,Gabe Davis,DAL,0,0,2,0,803,24,769,290,True,0,0,0,0,59,0,0,5,0,0,1,0,0,0,0,3,16,11,0,10,0,Gabe,Davis,656.0,654.0,8.0,29.0,10.0,Signed,Star,74.0,0.0,0.0,DAL,tier_5,1044.2132639791937,1959.864406779661,0.1875,3.9011703511053315,0.22042272852045017,DAL,3.0
2885,HB,Rayshon,Luke,Rayshon Luke,DAL,870,0,1,250,269,22,546,218,True,0,215,0,0,37,0,7,5,43,0,15,0,0,0,0,0,13,13,3,10,5,Rayshon,Luke,294.0,292.0,2.0,24.0,10.0,Signed,Normal,76.0,0.0,0.0,DAL,tier_4,2086.0805860805863,1189.4285714285713,0.38461538461538464,9.157509157509159,0.09088029730357483,DAL,-4.0
2886,QB,Will,Levis,Will Levis,DAL,8,8,0,0,0,0,84,0,True,1,2,2,0,0,0,0,5,6,8,0,0,0,0,0,0,16,1,0,10,0,Will,Levis,1714.0,1712.0,5.0,29.0,10.0,Signed,Normal,69.0,0.0,0.0,DAL,tier_6,95.23809523809523,1200.0,0.0,0.0,0.0,,
2887,HB,Isaiah,Davis,Isaiah Davis,DAL,354,0,0,98,74,13,410,54,True,0,103,0,0,13,0,2,5,53,0,3,0,0,0,0,2,14,2,0,10,2,Isaiah,Davis,3395.0,3393.0,4.0,26.0,10.0,Signed,Normal,73.0,0.0,0.0,DAL,tier_5,1043.9024390243903,1007.3793103448276,0.2857142857142857,9.75609756097561,0.02321477589114152,DAL,-2.0
2890,QB,Alex,Orji,Alex Orji,SF,10,263,0,0,0,0,120,0,True,20,5,29,1,0,0,0,5,5,25,0,0,0,4,0,0,11,1,1,14,0,Alex,Orji,1388.0,1386.0,1.0,24.0,14.0,Signed,Normal,66.0,0.0,0.0,SF,tier_6,83.33333333333333,600.0,0.0,0.0,0.0,,
2891,HB,Sam,Franklin,Sam Franklin,SF,265,0,2,57,287,63,750,143,True,0,74,0,0,29,0,1,5,53,0,4,0,0,0,0,3,16,16,0,14,3,Sam,Franklin,3065.0,3063.0,2.0,24.0,14.0,Signed,Normal,74.0,0.0,0.0,SF,tier_5,736.0,1173.0873786407767,0.375,8.0,0.06693097014925373,SF,1.0
2892,WR,Justin,Jefferson,Justin Jefferson,SF,113,0,0,64,1228,60,720,468,True,0,11,0,0,85,0,2,5,52,0,6,0,0,0,0,10,13,13,0,14,1,Justin,Jefferson,1433.0,1431.0,8.0,29.0,14.0,Signed,XFactor,98.0,0.0,0.0,SF,tier_0,1862.5,2195.125,0.8461538461538461,15.277777777777777,0.3524684270952928,SF,4.0
2896,TE,Marlin,Klein,Marlin Klein,SF,5,0,1,0,239,19,774,115,True,0,1,0,0,25,0,0,5,5,0,2,0,0,0,0,1,16,7,0,14,0,Marlin,Klein,352.0,350.0,1.0,23.0,14.0,Signed,Normal,69.0,0.0,0.0,SF,tier_6,315.2454780361757,1381.3846153846155,0.0625,1.2919896640826873,0.05573694029850746,SF,-2.0
2897,QB,Tanner,Mordecai,Tanner Mordecai,DET,0,0,0,0,0,0,1,0,True,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,18,0,Tanner,Mordecai,3425.0,3423.0,4.0,28.0,18.0,Signed,Normal,57.0,0.0,0.0,DET,tier_6,0.0,,0.0,0.0,0.0,,
2902,QB,Devin,Leary,Devin Leary,SF,0,0,0,0,0,0,1,0,True,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,14,0,Devin,Leary,3386.0,3384.0,4.0,29.0,14.0,Signed,Normal,61.0,0.0,0.0,SF,tier_6,0.0,,0.0,0.0,0.0,,
2903,QB,Bo,Nix,Bo Nix,SF,110,2912,0,15,0,0,763,0,True,243,32,348,6,0,0,0,5,16,63,1,0,0,25,23,0,16,10,2,14,1,Bo,Nix,3244.0,3242.0,4.0,28.0,14.0,Signed,Normal,66.0,0.0,0.0,SF,tier_6,144.1677588466579,1031.25,0.0625,1.3106159895150722,0.0,,
2913,WR,Malachi,Corley,Malachi Corley,CLE,0,0,2,0,829,75,793,341,True,0,0,0,0,61,0,0,5,0,0,1,0,0,0,0,5,16,16,0,4,0,Malachi,Corley,3326.0,3324.0,4.0,26.0,4.0,Signed,Normal,75.0,0.0,0.0,CLE,tier_4,1045.3972257250946,1956.983606557377,0.3125,6.305170239596469,0.19216504404265183,CLE,2.0
2920,WR,Nick,Marsh,Nick Marsh,IND,0,0,2,0,525,41,776,187,True,0,0,0,0,42,0,0,5,0,0,0,0,0,0,0,1,16,5,0,9,0,Nick,Marsh,138.0,136.0,0.0,23.0,9.0,Signed,Normal,74.0,0.0,0.0,IND,tier_5,676.5463917525774,1800.0,0.0625,1.288659793814433,0.12589928057553956,IND,-4.0
2922,QB,Shedeur,Sanders,Shedeur Sanders,IND,28,1096,0,0,0,0,370,0,True,105,13,172,3,0,0,0,5,6,27,0,0,0,23,2,0,16,5,3,9,0,Shedeur,Sanders,3076.0,3074.0,3.0,26.0,9.0,Signed,Normal,72.0,0.0,0.0,IND,tier_5,75.67567567567568,646.1538461538461,0.0,0.0,0.0,,
2924,HB,Isaiah,Augustave,Isaiah Augustave,IND,838,0,2,214,302,24,597,287,True,0,214,0,0,41,0,5,5,51,0,10,0,0,0,0,1,15,15,0,9,8,Isaiah,Augustave,37.0,35.0,2.0,24.0,9.0,Signed,Star,77.0,0.0,0.0,IND,tier_4,1909.5477386934674,1156.4235294117648,0.6,15.07537688442211,0.07725019984012789,IND,3.0
2928,WR,Matthew,Golden,Matthew Golden,LAR,0,0,2,0,274,33,444,90,True,0,0,0,0,20,0,0,5,0,0,0,0,0,0,0,2,14,4,0,23,0,Matthew,Golden,813.0,811.0,3.0,25.0,23.0,Signed,Normal,70.0,0.0,0.0,LAR,tier_5,617.1171171171171,1972.7999999999997,0.14285714285714285,4.504504504504505,0.07667552819364769,LAR,-4.0
2930,QB,Carson,Beck,Carson Beck,NYG,0,115,0,0,0,0,53,0,True,10,0,12,0,0,0,0,5,0,21,0,0,0,1,2,0,8,0,0,15,0,Carson,Beck,338.0,336.0,3.0,25.0,15.0,Signed,Normal,63.0,0.0,0.0,NYG,tier_6,0.0,,0.0,0.0,0.0,,
2957,WR,D.J.,Moore,D.J. Moore,SF,40,0,3,19,760,42,948,293,True,0,6,0,0,60,0,1,5,24,0,2,0,0,0,0,4,16,16,0,14,1,D.J.,Moore,1980.0,1978.0,10.0,31.0,14.0,Signed,Normal,74.0,0.0,0.0,SF,tier_5,843.8818565400844,1840.0000000000002,0.3125,5.274261603375527,0.17723880597014927,SF,1.0
3010,QB,Brock,Vandagriff,Brock Vandagriff,MIN,215,2006,0,142,0,0,543,0,True,178,26,297,7,0,0,2,5,81,52,6,0,0,19,11,0,16,7,4,30,1,Brock,Vandagriff,1467.0,1465.0,2.0,25.0,30.0,Signed,Normal,68.0,0.0,0.0,MIN,tier_6,395.94843462246774,2480.769230769231,0.0625,1.8416206261510129,0.0,,
3033,QB,Bryce,Underwood,Bryce Underwood,CLE,443,4311,0,120,0,0,1126,0,True,390,81,631,20,0,0,2,5,56,75,7,0,0,43,30,0,16,16,5,4,5,Bryce,Underwood,274.0,272.0,0.0,21.0,4.0,Signed,Superstar,77.0,0.0,0.0,CLE,tier_4,393.42806394316165,1640.7407407407409,0.3125,4.440497335701599,0.0,,
