Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,DTSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
1649,CB,Roger,McCreary,Roger McCreary,LV,True,0,0,1083,0,24,35,50,1,2,38,0,0,1,0,0,18,0,22,0,0,1,0,16,11,,,,,,,,,Roger,McCreary,1859.0,1857.0,3.0,25.0,22.0,Signed,Star,76.0,0.0,0.0,LV,tier_4,1.6158818097876269,2.0313942751615888,0.9233610341643582,17.543859649122805,68.32871652816252,16.62049861495845,3.508771929824561,1.25,LV,2
1650,SS,Amani,Hooker,Amani Hooker,TEN,True,11,30,989,1,34,45,59,0,2,26,22,0,2,0,0,5,1,29,1,1,0,1,12,12,,,,,,,,,Amani,Hooker,1294.0,1292.0,6.0,27.0,29.0,Signed,Star,88.0,0.0,0.0,TEN,tier_2,1.0111223458038423,1.0111223458038423,6.066734074823054,6.066734074823054,94.03437815975734,5.055611729019211,2.62891809908999,1.75,TEN,5
1652,RE,Taylor,Upshaw,Taylor Upshaw,DET,True,0,0,340,0,8,12,14,1,2,0,0,0,0,0,0,0,1,18,6,0,5,0,16,1,,,,,,,,,Taylor,Upshaw,3592.0,3590.0,1.0,24.0,18.0,Signed,Normal,68.0,0.0,0.0,DET,tier_6,43.38235294117647,50.0,2.941176470588235,32.352941176470594,64.70588235294119,0.0,0.0,0.0,DET,9
1653,LE,Patrick,Payton,Patrick Payton,DET,True,33,0,736,3,15,22,27,1,2,0,0,0,0,0,0,0,0,18,7,3,5,0,16,5,,,,,,,,,Patrick,Payton,3339.0,3337.0,1.0,22.0,18.0,Signed,Normal,72.0,0.0,0.0,DET,tier_5,21.399456521739133,24.456521739130437,8.152173913043478,16.304347826086957,57.065217391304344,0.0,0.0,0.0,DET,7
1654,CB,Nate,Wiggins,Nate Wiggins,DET,True,0,27,620,0,13,18,25,1,2,21,19,0,2,0,0,6,0,18,0,0,0,0,11,11,,,,,,,,,Nate,Wiggins,3218.0,3216.0,1.0,22.0,18.0,Signed,Normal,82.0,0.0,0.0,DET,tier_3,0.0,0.0,3.225806451612903,9.67741935483871,61.29032258064516,9.67741935483871,3.387096774193549,1.3636363636363635,DET,-1
1655,FS,Micah,Hyde,Micah Hyde,DET,True,0,6,1096,0,34,31,55,0,2,19,6,0,1,0,0,4,0,18,1,0,0,0,16,16,,,,,,,,,Micah,Hyde,1361.0,1359.0,12.0,34.0,18.0,Signed,Star,76.0,0.0,0.0,DET,tier_4,0.9124087591240876,0.9124087591240876,0.9124087591240876,4.562043795620437,81.2043795620438,3.6496350364963503,1.7335766423357664,0.9375,DET,-3
1658,SS,Brian,Branch,Brian Branch,DET,True,33,41,989,1,24,40,61,0,2,35,16,0,5,0,0,13,0,18,2,1,1,0,16,9,,,,,,,,,Brian,Branch,297.0,295.0,2.0,23.0,18.0,Signed,Star,80.0,0.0,0.0,DET,tier_3,3.7917087967644085,4.246713852376137,7.077856420626896,16.177957532861477,85.9453993933266,13.14459049544995,3.5389282103134483,1.375,DET,11
1659,DT,Brodric,Martin,Brodric Martin,DET,True,0,0,436,0,12,14,19,0,2,0,0,0,0,0,0,1,0,18,6,0,1,0,16,3,,,,,,,,,Brodric,Martin,1804.0,1802.0,2.0,26.0,18.0,Signed,Normal,63.0,0.0,0.0,DET,tier_6,17.775229357798167,18.80733944954128,0.0,18.34862385321101,71.10091743119267,2.293577981651376,0.0,-0.0625,DET,-3
1660,MLB,Jack,Campbell,Jack Campbell,DET,True,0,17,1231,0,43,64,91,0,2,50,15,0,2,0,0,8,0,18,0,0,3,0,16,16,,,,,,,,,Jack,Campbell,439.0,437.0,2.0,25.0,18.0,Signed,Star,82.0,0.0,0.0,DET,tier_3,4.264825345247766,5.361494719740049,1.6246953696181965,8.935824532900082,108.85458976441917,6.498781478472786,4.061738424045491,2.625,DET,-1
1661,ROLB,Malcolm,Rodriguez,Malcolm Rodriguez,DET,True,0,0,445,0,12,13,20,0,2,8,0,0,0,0,0,1,0,18,1,0,0,0,16,9,,,,,,,,,Malcolm,Rodriguez,2413.0,2411.0,3.0,26.0,18.0,Signed,Normal,63.0,0.0,0.0,DET,tier_6,2.247191011235955,2.247191011235955,0.0,4.49438202247191,71.91011235955057,2.247191011235955,1.7977528089887642,0.4375,DET,-1
1662,SS,Kerby,Joseph,Kerby Joseph,DET,True,0,10,986,0,21,33,49,0,2,29,6,0,2,0,0,8,0,18,2,0,0,0,16,8,,,,,,,,,Kerby,Joseph,1568.0,1566.0,3.0,24.0,18.0,Signed,Normal,80.0,0.0,0.0,DET,tier_3,2.028397565922921,2.028397565922921,2.028397565922921,10.141987829614605,70.99391480730223,8.113590263691684,2.941176470588235,1.3125,DET,-1
1664,RE,Aidan,Hutchinson,Aidan Hutchinson,DET,True,18,0,785,1,26,36,37,1,2,1,0,0,0,0,0,2,0,18,17,1,10,0,16,16,,,,,,,,,Aidan,Hutchinson,1358.0,1356.0,3.0,25.0,18.0,Signed,XFactor,97.0,0.0,0.0,DET,tier_0,43.94904458598726,49.681528662420384,2.5477707006369426,36.94267515923567,80.2547770700637,2.5477707006369426,0.12738853503184713,-0.0625,DET,-1
1665,DT,Alim,McNeill,Alim McNeill,DET,True,0,0,691,0,22,34,42,1,2,1,0,0,0,0,0,1,0,18,16,2,6,0,14,14,,,,,,,,,Alim,McNeill,1904.0,1902.0,4.0,25.0,18.0,Signed,Star,85.0,0.0,0.0,DET,tier_2,38.35021707670044,42.257597684515204,2.894356005788712,33.28509406657019,92.61939218523878,1.447178002894356,0.1447178002894356,0.0,DET,1
1667,CB,Cameron,Sutton,Cameron Sutton,DET,True,0,0,478,0,15,12,23,0,2,16,0,0,0,0,0,3,0,18,0,0,1,0,16,3,,,,,,,,,Cameron,Sutton,2716.0,2714.0,8.0,30.0,18.0,Signed,Normal,70.0,0.0,0.0,DET,tier_5,3.6610878661087867,4.602510460251046,0.0,8.368200836820083,79.4979079497908,6.2761506276150625,3.3472803347280333,0.8125,DET,-3
1668,ROLB,MJ,Sherman,MJ Sherman,MIN,True,0,0,404,0,5,10,17,1,2,4,0,0,0,0,0,2,0,30,1,0,0,0,16,2,,,,,,,,,MJ,Sherman,544.0,542.0,0.0,23.0,30.0,Signed,Normal,68.0,0.0,0.0,MIN,tier_6,2.4752475247524752,2.4752475247524752,0.0,7.425742574257425,54.45544554455446,4.9504950495049505,0.9900990099009901,0.125,MIN,0
1669,LE,Danielle,Hunter,Danielle Hunter,CIN,True,49,0,821,2,19,35,44,1,2,0,0,0,0,0,0,0,0,1,14,2,4,0,16,16,,,,,,,,,Danielle,Hunter,1348.0,1346.0,10.0,30.0,1.0,Signed,Star,87.0,0.0,0.0,CIN,tier_2,25.578562728380025,27.77101096224117,4.872107186358099,21.92448233861145,76.73568818514006,0.0,0.0,0.0,CIN,0
1670,DT,Jeffrey,M'ba,Jeffrey M'ba,MIN,True,20,0,482,1,15,16,23,1,2,0,0,0,0,0,0,0,0,30,10,1,3,1,12,2,,,,,,,,,Jeffrey,M'ba,2501.0,2499.0,0.0,23.0,30.0,Signed,Normal,73.0,0.0,0.0,MIN,tier_5,31.63900414937759,34.43983402489627,6.224066390041493,26.970954356846473,78.83817427385893,0.0,0.0,0.0,MIN,5
1671,MLB,Jerome,Baker,Jerome Baker,MIN,True,0,0,795,0,29,48,76,0,2,31,0,0,0,0,0,1,0,30,3,0,1,0,14,14,,,,,,,,,Jerome,Baker,135.0,133.0,7.0,28.0,30.0,Signed,Star,79.0,0.0,0.0,MIN,tier_4,5.9748427672955975,6.540880503144654,0.0,6.289308176100629,132.0754716981132,1.2578616352201257,3.89937106918239,2.142857142857143,MIN,1
1672,ROLB,Jamin,Davis,Jamin Davis,MIN,True,0,6,1048,0,46,74,97,1,2,62,6,0,1,0,0,3,0,30,0,0,2,0,16,16,,,,,,,,,Jamin,Davis,658.0,656.0,4.0,26.0,30.0,Signed,Star,81.0,0.0,0.0,MIN,tier_3,3.3396946564885495,4.198473282442748,0.9541984732824427,4.770992366412214,136.4503816793893,2.8625954198473282,5.916030534351145,3.6875,MIN,0
1673,DT,Arik,Armstead,Arik Armstead,MIN,True,34,0,657,2,12,23,27,0,2,2,0,0,0,0,0,0,0,30,11,2,4,0,14,14,,,,,,,,,Arik,Armstead,96.0,94.0,10.0,31.0,30.0,Signed,Star,76.0,0.0,0.0,MIN,tier_4,27.397260273972602,30.136986301369863,6.0882800608828,22.831050228310502,59.3607305936073,0.0,0.30441400304414,0.14285714285714285,MIN,2
1675,DT,Jeffery,Simmons,Jeffery Simmons,TEN,True,8,0,823,1,17,44,57,0,2,0,0,0,0,0,0,1,0,29,21,1,4,0,16,16,,,,,,,,,Jeffery,Simmons,2545.0,2543.0,6.0,28.0,29.0,Signed,Superstar,87.0,0.0,0.0,TEN,tier_2,34.02187120291616,36.2089914945322,2.430133657351154,31.591737545565003,89.9149453219927,1.215066828675577,0.0,-0.0625,TEN,-2
1676,LE,Arden,Key,Arden Key,TEN,True,0,0,596,0,19,17,26,1,2,0,0,0,0,0,0,0,0,29,9,0,1,0,12,12,,,,,,,,,Arden,Key,1609.0,1607.0,7.0,29.0,29.0,Signed,Star,72.0,0.0,0.0,TEN,tier_5,18.036912751677853,18.79194630872483,0.0,16.778523489932887,75.503355704698,0.0,0.0,0.0,TEN,-5
1677,FS,Bryan,Cook,Bryan Cook,SEA,True,0,17,1130,0,25,40,60,0,2,37,17,0,1,0,0,5,0,27,1,0,0,0,16,16,,,,,,,,,Bryan,Cook,565.0,563.0,3.0,25.0,27.0,Signed,Normal,74.0,0.0,0.0,SEA,tier_5,0.8849557522123894,0.8849557522123894,0.8849557522123894,5.3097345132743365,75.2212389380531,4.424778761061947,3.2743362831858405,2.0,SEA,0
1679,LOLB,Deshawn,Holt,Deshawn Holt,SEA,True,0,0,626,0,14,25,32,1,2,21,0,0,0,0,0,2,0,27,0,0,0,0,14,0,,,,,,,,,Deshawn,Holt,1106.0,1104.0,0.0,23.0,27.0,Signed,Normal,66.0,0.0,0.0,SEA,tier_6,0.0,0.0,0.0,3.1948881789137378,73.48242811501598,3.1948881789137378,3.3546325878594248,1.3571428571428572,SEA,-3
1680,SS,Maxen,Hook,Maxen Hook,SEA,True,0,0,300,0,7,5,13,0,2,6,0,0,0,0,0,2,0,27,0,0,0,0,16,0,,,,,,,,,Maxen,Hook,858.0,856.0,0.0,24.0,27.0,Signed,Normal,66.0,0.0,0.0,SEA,tier_6,0.0,0.0,0.0,6.666666666666667,66.66666666666667,6.666666666666667,2.0,0.25,SEA,-4
1681,ROLB,David,Long Jr,David Long Jr,SEA,True,24,0,764,1,35,45,58,0,2,40,0,0,0,0,0,4,0,27,1,1,2,0,11,11,,,,,,,,,David,Long Jr,1746.0,1744.0,6.0,28.0,27.0,Signed,Star,82.0,0.0,0.0,SEA,tier_3,5.890052356020942,7.068062827225131,2.617801047120419,9.162303664921465,121.72774869109948,5.235602094240838,5.2356020942408374,3.272727272727273,SEA,5
1682,MLB,Bryce,Gallagher,Bryce Gallagher,SEA,True,0,0,372,0,10,11,14,0,2,10,0,0,0,0,0,1,0,27,0,0,0,0,16,8,,,,,,,,,Bryce,Gallagher,3625.0,3623.0,1.0,24.0,27.0,Signed,Normal,64.0,0.0,0.0,SEA,tier_6,0.0,0.0,0.0,2.688172043010753,64.51612903225806,2.688172043010753,2.6881720430107525,0.5625,SEA,-3
1685,LE,Jaylen,Harrell,Jaylen Harrell,SEA,True,0,0,371,0,6,8,15,0,2,0,0,0,0,0,0,0,0,27,6,0,5,0,16,2,,,,,,,,,Jaylen,Harrell,3314.0,3312.0,1.0,24.0,27.0,Signed,Normal,68.0,0.0,0.0,SEA,tier_6,39.75741239892183,45.82210242587601,0.0,29.649595687331537,56.60377358490566,0.0,0.0,0.0,SEA,4
1686,RE,Dallas,Turner,Dallas Turner,SEA,True,8,0,687,1,17,19,19,0,2,1,0,0,0,0,0,1,0,27,10,1,4,0,14,14,,,,,,,,,Dallas,Turner,3215.0,3213.0,1.0,22.0,27.0,Signed,Star,76.0,0.0,0.0,SEA,tier_4,24.745269286754002,27.365356622998547,2.911208151382824,21.83406113537118,52.40174672489083,1.455604075691412,0.1455604075691412,0.0,SEA,-2
1688,DT,Leonard,Williams,Leonard Williams,SEA,True,8,0,696,1,13,28,34,1,2,0,0,0,0,0,0,0,0,27,9,1,7,0,14,14,,,,,,,,,Leonard,Williams,3059.0,3057.0,10.0,31.0,27.0,Signed,Star,78.0,0.0,0.0,SEA,tier_4,30.5316091954023,35.05747126436782,2.8735632183908044,22.988505747126435,67.52873563218391,0.0,0.0,0.0,SEA,1
1690,CB,Devon,Witherspoon,Devon Witherspoon,SEA,True,0,41,1024,0,24,37,44,0,2,35,19,0,4,0,0,11,0,27,0,0,1,0,16,16,,,,,,,,,Devon,Witherspoon,3120.0,3118.0,2.0,24.0,27.0,Signed,XFactor,93.0,0.0,0.0,SEA,tier_1,1.708984375,2.1484375,3.90625,11.71875,66.40625,10.7421875,3.41796875,1.5,SEA,-2
1691,ROLB,Drake,Thomas,Drake Thomas,SEA,True,41,0,603,2,18,19,33,1,2,16,0,0,0,0,0,0,1,27,1,2,0,0,16,11,,,,,,,,,Drake,Thomas,3146.0,3144.0,2.0,25.0,27.0,Signed,Normal,68.0,0.0,0.0,SEA,tier_6,1.658374792703151,1.658374792703151,8.291873963515755,1.658374792703151,84.5771144278607,0.0,2.6533996683250414,1.0,SEA,3
1692,LE,Mike,Morris,Mike Morris,NO,True,0,0,545,0,8,14,18,1,2,0,0,0,0,0,0,1,0,26,6,0,2,0,16,1,,,,,,,,,Mike,Morris,1995.0,1993.0,2.0,24.0,26.0,Signed,Normal,68.0,0.0,0.0,NO,tier_6,17.431192660550458,19.08256880733945,0.0,16.51376146788991,47.706422018348626,1.834862385321101,0.0,-0.0625,NO,-3
1694,CB,Tariq,Woolen,Tariq Woolen,SEA,True,20,34,1109,1,22,45,55,1,2,38,24,0,2,0,0,16,0,27,0,1,0,0,16,16,,,,,,,,,Tariq,Woolen,3141.0,3139.0,3.0,26.0,27.0,Signed,Star,85.0,0.0,0.0,SEA,tier_2,0.0,0.0,3.6068530207394045,14.427412082957618,69.43192064923355,14.427412082957618,3.4265103697024344,1.375,SEA,0
1696,MLB,Claudin,Cherelus,Claudin Cherelus,CAR,True,24,0,365,1,9,6,8,0,2,2,0,0,0,0,0,0,0,20,0,1,0,0,16,2,,,,,,,,,Claudin,Cherelus,1742.0,1740.0,2.0,26.0,20.0,Signed,Normal,60.0,0.0,0.0,CAR,tier_6,0.0,0.0,5.47945205479452,0.0,46.57534246575343,0.0,0.547945205479452,0.125,CAR,1
1698,SS,Jammie,Robinson,Jammie Robinson,CAR,True,29,0,1212,1,34,44,64,1,2,40,0,0,0,0,0,6,0,20,0,1,0,0,15,15,,,,,,,,,Jammie,Robinson,2399.0,2397.0,2.0,24.0,20.0,Signed,Normal,76.0,0.0,0.0,CAR,tier_4,0.0,0.0,1.6501650165016502,4.9504950495049505,80.85808580858085,4.9504950495049505,3.3003300330033,2.2666666666666666,CAR,-3
1699,LE,DJ,Johnson,DJ Johnson,CAR,True,0,0,523,0,15,17,22,0,2,0,0,0,0,0,0,0,0,20,7,0,6,0,16,16,,,,,,,,,DJ,Johnson,1472.0,1470.0,2.0,26.0,20.0,Signed,Normal,70.0,0.0,0.0,CAR,tier_5,33.460803059273424,38.62332695984704,0.0,24.8565965583174,70.74569789674952,0.0,0.0,0.0,CAR,-1
1700,RE,Amare,Barno,Amare Barno,CAR,True,0,0,608,0,17,14,23,1,2,0,0,0,0,0,0,0,0,20,6,1,0,0,14,0,,,,,,,,,Amare,Barno,156.0,154.0,3.0,26.0,20.0,Signed,Normal,68.0,0.0,0.0,CAR,tier_6,9.868421052631579,9.868421052631579,1.644736842105263,9.868421052631579,65.78947368421052,0.0,0.0,0.0,CAR,-2
1701,DT,Derrick,Brown,Derrick Brown,CAR,True,15,0,701,1,22,25,35,0,2,0,0,0,0,0,0,1,1,20,7,1,3,0,14,12,,,,,,,,,Derrick,Brown,343.0,341.0,5.0,27.0,20.0,Signed,Star,82.0,0.0,0.0,CAR,tier_3,17.47503566333809,19.400855920114125,4.279600570613409,15.691868758915835,81.31241084165478,1.4265335235378032,0.0,-0.07142857142857142,CAR,-2
1702,DT,Braden,Fiske,Braden Fiske,CAR,True,12,0,468,1,9,13,17,1,2,0,0,0,0,0,0,0,0,20,8,1,5,0,16,0,,,,,,,,,Braden,Fiske,3409.0,3407.0,1.0,24.0,20.0,Signed,Normal,73.0,0.0,0.0,CAR,tier_5,35.79059829059829,40.5982905982906,4.273504273504274,27.777777777777775,55.55555555555555,0.0,0.0,0.0,CAR,6
1704,DT,Kendy,Charles,Kendy Charles,BUF,True,10,0,693,1,23,27,30,1,2,1,0,1,0,0,0,1,0,2,7,1,12,1,16,0,,,,,,,,,Kendy,Charles,443.0,441.0,0.0,23.0,2.0,Signed,Normal,75.0,0.0,0.0,BUF,tier_4,40.40404040404041,48.1962481962482,5.772005772005772,28.86002886002886,76.47907647907648,1.443001443001443,0.1443001443001443,0.0,BUF,8
1705,LE,Deontae,Craig,Deontae Craig,BUF,True,0,0,324,0,7,14,18,1,2,0,0,0,0,0,0,0,0,2,3,0,4,0,11,1,,,,,,,,,Deontae,Craig,1622.0,1620.0,0.0,22.0,2.0,Signed,Normal,70.0,0.0,0.0,BUF,tier_5,30.864197530864196,36.41975308641975,0.0,21.604938271604937,77.1604938271605,0.0,0.0,0.0,BUF,-1
1709,MLB,Michael,Barrett,Michael Barrett,BUF,True,0,0,640,0,23,18,35,0,2,17,0,0,0,0,0,1,0,2,1,0,1,0,16,6,,,,,,,,,Michael,Barrett,3414.0,3412.0,1.0,24.0,2.0,Signed,Normal,66.0,0.0,0.0,BUF,tier_6,4.296875,5.0,0.0,4.6875,90.625,1.5625,2.65625,1.0,BUF,-1
1710,RE,Zion,Tupuola-Fetui,Zion Tupuola-Fetui,BUF,True,0,0,432,0,8,11,16,1,2,0,0,0,0,0,0,0,0,2,5,0,3,0,14,1,,,,,,,,,Zion,Tupuola-Fetui,3347.0,3345.0,1.0,24.0,2.0,Signed,Normal,69.0,0.0,0.0,BUF,tier_6,23.726851851851855,26.851851851851855,0.0,18.51851851851852,55.55555555555555,0.0,0.0,0.0,BUF,-1
1711,LE,Gabriel,Murphy,Gabriel Murphy,BUF,True,0,0,389,0,8,7,11,0,2,0,0,0,0,0,0,0,0,2,0,1,1,0,13,2,,,,,,,,,Gabriel,Murphy,3278.0,3276.0,1.0,24.0,2.0,Signed,Normal,69.0,0.0,0.0,BUF,tier_6,4.4987146529562985,5.655526992287918,2.5706940874035986,2.5706940874035986,48.84318766066838,0.0,0.0,0.0,BUF,-3
1712,CB,Jaquan,Sheppard,Jaquan Sheppard,BUF,True,0,2,990,0,18,29,45,1,2,28,2,0,1,0,0,8,0,2,1,0,0,0,16,4,,,,,,,,,Jaquan,Sheppard,3298.0,3296.0,1.0,24.0,2.0,Signed,Normal,76.0,0.0,0.0,BUF,tier_4,1.0101010101010102,1.0101010101010102,1.0101010101010102,9.09090909090909,63.63636363636363,8.080808080808081,2.8282828282828283,1.25,BUF,-1
1713,DT,Nazir,Stackhouse,Nazir Stackhouse,BUF,True,0,0,469,0,10,13,15,0,2,0,0,0,0,0,0,0,0,2,4,0,3,0,16,2,,,,,,,,,Nazir,Stackhouse,3354.0,3352.0,1.0,23.0,2.0,Signed,Normal,81.0,0.0,0.0,BUF,tier_3,19.722814498933904,22.60127931769723,0.0,14.925373134328359,53.304904051172706,0.0,0.0,0.0,BUF,-5
1716,LOLB,Baylon,Spector,Baylon Spector,BUF,True,20,17,462,1,16,19,31,0,2,19,17,0,1,0,0,2,0,2,1,1,0,1,10,6,,,,,,,,,Baylon,Spector,2639.0,2637.0,3.0,26.0,2.0,Signed,Normal,66.0,0.0,0.0,BUF,tier_6,2.1645021645021645,2.1645021645021645,8.658008658008658,6.493506493506494,101.73160173160173,4.329004329004329,4.112554112554113,1.7,BUF,8
1717,DT,Vita,Vea,Vita Vea,TB,True,0,0,681,0,23,30,35,0,2,0,0,0,0,0,0,2,0,5,6,0,5,0,14,14,,,,,,,,,Vita,Vea,2900.0,2898.0,7.0,30.0,5.0,Signed,Star,82.0,0.0,0.0,TB,tier_3,21.659324522760645,24.963289280469898,0.0,19.08957415565345,85.16886930983847,2.936857562408223,0.0,-0.14285714285714285,TB,-5
1718,ROLB,Mykal,Walker,Mykal Walker,ARI,True,0,0,376,0,0,3,9,0,2,0,0,0,0,0,0,0,0,6,0,0,1,0,16,1,,,,,,,,,Mykal,Walker,2928.0,2926.0,5.0,28.0,6.0,Signed,Normal,66.0,0.0,0.0,ARI,tier_6,4.654255319148936,5.851063829787234,0.0,2.6595744680851063,23.93617021276596,0.0,0.0,0.0,ARI,-6
1719,CB,Benjamin,Morrison,Benjamin Morrison,ARI,True,0,6,995,0,18,41,53,0,2,43,6,0,1,0,0,11,0,6,0,1,1,0,16,11,,,,,,,,,Benjamin,Morrison,1160.0,1158.0,0.0,21.0,6.0,Signed,Normal,75.0,0.0,0.0,ARI,tier_4,1.7587939698492463,2.2110552763819094,2.0100502512562817,12.060301507537687,71.35678391959799,11.055276381909549,4.321608040201005,2.0,ARI,-3
1720,LE,Jonathon,Cooper,Jonathon Cooper,ARI,True,11,0,807,1,19,26,37,0,2,0,0,1,0,0,0,0,0,6,12,1,5,0,16,16,,,,,,,,,Jonathon,Cooper,573.0,571.0,4.0,27.0,6.0,Signed,Normal,81.0,0.0,0.0,ARI,tier_3,25.71251548946716,28.500619578686493,3.717472118959108,21.065675340768276,69.39281288723669,0.0,0.0,0.0,ARI,-1
1721,LOLB,Jamien,Sherwood,Jamien Sherwood,ARI,True,0,0,486,0,18,22,32,0,2,15,0,0,0,0,0,4,0,6,0,1,1,0,16,16,,,,,,,,,Jamien,Sherwood,2535.0,2533.0,4.0,25.0,6.0,Signed,Normal,73.0,0.0,0.0,ARI,tier_5,3.60082304526749,4.526748971193416,2.05761316872428,10.2880658436214,102.88065843621399,8.23045267489712,3.0864197530864197,0.6875,ARI,1
1722,CB,Keionte,Scott,Keionte Scott,CIN,True,0,0,884,0,13,25,46,0,2,25,0,0,0,0,0,7,0,1,0,0,0,0,16,2,,,,,,,,,Keionte,Scott,1293.0,1291.0,0.0,23.0,1.0,Signed,Normal,72.0,0.0,0.0,CIN,tier_5,0.0,0.0,0.0,7.918552036199094,66.7420814479638,7.918552036199094,2.828054298642534,1.125,CIN,-2
1723,SS,Mark,Perry,Mark Perry,KC,True,0,2,1144,0,26,35,58,0,2,46,2,0,1,0,0,8,0,8,0,1,1,0,16,16,,,,,,,,,Mark,Perry,3279.0,3277.0,1.0,24.0,8.0,Signed,Normal,70.0,0.0,0.0,KC,tier_5,1.5297202797202798,1.9230769230769231,1.7482517482517483,7.8671328671328675,73.42657342657343,6.993006993006993,4.020979020979021,2.375,KC,-1
1725,CB,Michael,Davis,Michael Davis,ARI,True,0,0,383,0,12,16,22,1,2,7,0,0,0,0,0,1,0,6,0,0,0,0,13,1,,,,,,,,,Michael,Davis,666.0,664.0,8.0,30.0,6.0,Signed,Normal,72.0,0.0,0.0,ARI,tier_5,0.0,0.0,0.0,2.6109660574412534,88.77284595300262,2.6109660574412534,1.8276762402088773,0.46153846153846156,ARI,-4
1728,CB,Stephon,Gilmore,Stephon Gilmore,ATL,True,29,48,988,1,19,21,29,0,2,28,22,0,3,0,0,12,0,13,0,1,0,0,16,16,,,,,,,,,Stephon,Gilmore,1012.0,1010.0,13.0,34.0,13.0,Signed,Star,80.0,0.0,0.0,ATL,tier_3,0.0,0.0,5.060728744939271,12.145748987854251,48.582995951417004,12.145748987854251,2.834008097165992,1.0,ATL,4
1729,DT,Chris,Jones,Chris Jones,ARI,True,0,0,632,2,17,32,34,1,2,0,0,0,0,0,0,0,0,6,16,0,9,0,13,13,,,,,,,,,Chris,Jones,1525.0,1523.0,9.0,31.0,6.0,Signed,Superstar,88.0,0.0,0.0,ARI,tier_2,50.23734177215189,56.64556962025316,3.1645569620253164,39.55696202531646,80.69620253164557,0.0,0.0,0.0,ARI,3
1731,DT,McKinnley,Jackson,McKinnley Jackson,ARI,True,0,0,301,0,3,5,15,0,2,0,0,0,0,0,0,0,0,6,5,0,1,0,16,4,,,,,,,,,McKinnley,Jackson,3272.0,3270.0,1.0,24.0,6.0,Signed,Normal,69.0,0.0,0.0,ARI,tier_6,22.42524916943522,23.920265780730897,0.0,19.933554817275745,59.800664451827245,0.0,0.0,0.0,ARI,-2
1732,ROLB,TyRon,Hopper,TyRon Hopper,ARI,True,0,0,1137,0,42,51,92,0,2,52,0,0,0,0,0,7,0,6,1,0,1,0,16,16,,,,,,,,,TyRon,Hopper,3317.0,3315.0,1.0,24.0,6.0,Signed,Star,77.0,0.0,0.0,ARI,tier_4,2.418645558487247,2.8144239226033423,0.0,7.9155672823219,117.85400175901495,6.156552330694811,4.573438874230431,2.8125,ARI,0
1733,RE,Collin,Oliver,Collin Oliver,ARI,True,12,0,809,1,25,28,35,0,2,3,0,1,0,0,0,0,0,6,9,2,5,0,15,15,,,,,,,,,Collin,Oliver,3264.0,3262.0,1.0,23.0,6.0,Signed,Star,77.0,0.0,0.0,ARI,tier_4,21.940667490729293,24.72187886279357,4.944375772558714,17.3053152039555,74.1656365883807,0.0,0.3708281829419036,0.2,ARI,0
1734,SS,James,Williams,James Williams,ARI,True,0,11,1227,0,34,59,75,1,2,43,11,0,1,1,0,5,0,6,1,0,0,0,16,16,,,,,,,,,James,Williams,3262.0,3260.0,1.0,22.0,6.0,Signed,Normal,77.0,0.0,0.0,ARI,tier_4,0.8149959250203749,0.8149959250203749,1.6299918500407498,4.88997555012225,88.83455582722087,4.074979625101874,3.5044824775876124,2.375,ARI,-3
1735,FS,Tyler,Nubin,Tyler Nubin,ARI,True,0,41,1121,0,40,42,51,0,2,21,18,0,3,0,0,10,0,6,0,0,0,0,16,16,,,,,,,,,Tyler,Nubin,3227.0,3225.0,1.0,24.0,6.0,Signed,Normal,89.0,0.0,0.0,ARI,tier_2,0.0,0.0,2.676181980374665,8.920606601248885,81.17752007136485,8.920606601248885,1.873327386262266,0.6875,ARI,3
1736,MLB,Barrett,Carter,Barrett Carter,ARI,True,0,0,834,0,46,56,91,1,2,41,0,0,0,0,0,7,0,6,2,0,2,0,13,13,,,,,,,,,Barrett,Carter,3242.0,3240.0,1.0,22.0,6.0,Signed,Normal,78.0,0.0,0.0,ARI,tier_4,6.594724220623501,7.6738609112709835,0.0,13.189448441247002,164.2685851318945,8.393285371702637,4.916067146282973,2.6153846153846154,ARI,8
