Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,TeamName_y,SkillPointOff
1022,WR,Chris,Godwin,Chris Godwin,TB,2,0,1,0,834,24,984,307,True,0,2,0,0,63,0,0,6,4,0,1,0,0,0,0,3,15,15,0,5,0,Chris,Godwin,956.0,954.0,5.0,Signed,80.0,0.0,2.0,TB,tier_3,849.5934959349594,0.2,3.048780487804878,TB,-2.0
1025,FB,Pearse,Migl,Pearse Migl,CAR,4,0,0,0,2,2,225,4,True,0,1,0,0,1,0,0,6,4,0,0,0,0,0,0,0,15,4,0,20,0,Pearse,Migl,2337.0,2335.0,20.0,Signed,70.0,0.0,0.0,CAR,tier_5,26.666666666666668,0.0,0.0,,
1039,WR,Dakota,Twitty,Dakota Twitty,PHI,19,0,5,5,496,35,624,95,True,0,2,0,0,34,0,0,6,15,0,1,0,0,0,0,4,12,12,0,12,0,Dakota,Twitty,198.0,196.0,12.0,Signed,79.0,0.0,0.0,PHI,tier_4,825.3205128205128,0.3333333333333333,6.41025641025641,PHI,-1.0
1044,WR,Preston,Williams,Preston Williams,PIT,10,0,0,0,898,24,741,307,True,0,3,0,0,71,0,0,6,4,0,0,0,0,0,0,7,15,15,0,28,0,Preston,Williams,2857.0,2855.0,28.0,Signed,77.0,2.0,0.0,PIT,tier_4,1225.3711201079623,0.4666666666666667,9.446693657219974,PIT,5.0
1045,QB,Cade,Klubnik,Cade Klubnik,PIT,199,3042,0,95,0,0,796,0,True,247,33,409,10,0,0,2,6,66,32,3,0,0,24,23,0,13,13,1,28,1,Cade,Klubnik,998.0,996.0,28.0,Signed,85.0,0.0,0.0,PIT,tier_2,250.0,0.07692307692307693,1.256281407035176,,
1048,TE,Darnell,Washington,Darnell Washington,PIT,0,0,0,0,1,1,539,-1,True,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,15,5,0,28,0,Darnell,Washington,3704.0,3702.0,28.0,Signed,69.0,0.0,0.0,PIT,tier_6,1.8552875695732838,0.0,0.0,PIT,-3.0
1051,HB,Najee,Harris,Najee Harris,PIT,882,0,1,371,210,29,502,163,True,0,185,0,0,21,0,10,6,76,0,15,0,0,0,0,1,15,10,3,28,8,Najee,Harris,1091.0,1089.0,28.0,Signed,83.0,2.0,0.0,PIT,tier_3,2175.2988047808763,0.6,17.928286852589643,PIT,6.0
1054,TE,Pat,Freiermuth,Pat Freiermuth,PIT,0,0,1,0,521,32,1063,229,True,0,0,0,0,46,0,0,6,0,0,1,0,0,0,0,3,15,15,0,28,0,Pat,Freiermuth,870.0,868.0,28.0,Signed,77.0,0.0,2.0,PIT,tier_4,490.12229539040453,0.2,2.8222013170272815,PIT,-2.0
1055,HB,Demarkcus,Bowman,Demarkcus Bowman,DAL,591,0,3,153,170,15,691,106,True,0,184,0,0,23,0,2,6,52,0,10,0,0,0,0,3,15,11,1,10,4,Demarkcus,Bowman,3674.0,3672.0,10.0,Signed,77.0,2.0,0.0,DAL,tier_4,1101.3024602026048,0.4666666666666667,10.130246020260492,DAL,0.0
1056,TE,Mason,Taylor,Mason Taylor,DAL,-1,0,0,0,1,1,153,2,True,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,15,6,0,10,0,Mason,Taylor,3036.0,3034.0,10.0,Signed,63.0,0.0,0.0,DAL,tier_6,0.0,0.0,0.0,DAL,-3.0
1057,QB,Baker,Mayfield,Baker Mayfield,DAL,224,3958,0,94,0,0,965,0,True,327,49,503,23,0,0,2,6,51,65,5,0,0,39,25,0,15,15,9,10,3,Baker,Mayfield,1716.0,1714.0,10.0,Signed,83.0,0.0,2.0,DAL,tier_3,232.12435233160622,0.2,3.1088082901554404,,
1073,WR,Davante,Adams,Davante Adams,NYJ,13,0,2,0,633,27,748,268,True,0,4,0,0,52,0,0,6,4,0,1,0,0,0,0,4,12,12,0,17,0,Davante,Adams,6.0,4.0,17.0,Signed,75.0,0.0,0.0,NYJ,tier_4,863.6363636363636,0.3333333333333333,5.347593582887701,NYJ,-1.0
1082,HB,Josh,Jacobs,Josh Jacobs,NO,313,0,0,118,66,21,216,44,True,0,75,0,0,5,0,3,6,39,0,8,0,0,0,0,1,10,3,0,26,7,Josh,Jacobs,1320.0,1318.0,26.0,Signed,76.0,4.0,0.0,NO,tier_4,1754.6296296296296,0.8,37.03703703703704,NO,5.0
1091,TE,Maliq,Carr,Maliq Carr,JAX,0,0,0,0,48,18,415,31,True,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,1,15,3,0,16,0,Maliq,Carr,1776.0,1774.0,16.0,Signed,69.0,0.0,0.0,JAX,tier_6,115.66265060240964,0.06666666666666667,2.4096385542168677,JAX,-1.0
1095,HB,Jovantae,Barnes,Jovantae Barnes,DAL,206,0,1,73,112,29,201,103,True,0,49,0,0,13,0,1,6,54,0,3,0,0,0,0,0,11,8,0,10,1,Jovantae,Barnes,2723.0,2721.0,10.0,Signed,69.0,2.0,0.0,DAL,tier_6,1582.089552238806,0.09090909090909091,4.975124378109452,DAL,4.0
1099,HB,Le'Veon,Moss,Le'Veon Moss,DEN,409,0,1,118,112,33,280,94,True,0,105,0,0,10,0,2,6,61,0,5,0,0,0,0,1,12,5,0,3,4,Le'Veon,Moss,2188.0,2186.0,3.0,Signed,81.0,0.0,3.0,DEN,tier_3,1860.7142857142858,0.4166666666666667,17.857142857142858,DEN,3.0
1117,WR,Amon-Ra,St. Brown,Amon-Ra St. Brown,GB,0,0,0,0,555,29,559,186,True,0,0,0,0,45,0,0,6,0,0,0,0,0,0,0,5,13,13,0,19,0,Amon-Ra,St. Brown,2485.0,2483.0,19.0,Signed,74.0,4.0,0.0,GB,tier_5,992.8443649373881,0.38461538461538464,8.944543828264758,GB,3.0
1135,FB,Case,Hatch,Case Hatch,TB,13,0,0,0,0,0,217,0,True,0,4,0,0,0,0,0,6,7,0,0,0,0,0,0,0,13,5,0,5,0,Case,Hatch,2937.0,2935.0,5.0,Signed,73.0,0.0,0.0,TB,tier_5,59.907834101382484,0.0,0.0,,
1139,WR,Jameson,Williams,Jameson Williams,MIN,4,0,2,0,754,42,848,306,True,0,1,0,0,61,0,0,6,4,0,1,0,0,0,0,3,15,15,0,30,0,Jameson,Williams,3192.0,3190.0,30.0,Signed,93.0,0.0,7.0,MIN,tier_1,893.8679245283018,0.2,3.5377358490566038,MIN,-7.0
1145,WR,Kelvin,Harmon,Kelvin Harmon,MIN,0,0,0,0,192,22,236,74,True,0,0,0,0,18,0,0,6,0,0,0,0,0,0,0,1,10,2,0,30,0,Kelvin,Harmon,1072.0,1070.0,30.0,Signed,72.0,0.0,2.0,MIN,tier_5,813.5593220338984,0.1,4.237288135593221,MIN,2.0
1149,WR,Marvin,Harrison Jr.,Marvin Harrison Jr.,TB,0,0,1,0,399,20,532,165,True,0,0,0,0,35,0,0,6,0,0,0,0,0,0,0,3,14,14,0,5,0,Marvin,Harrison Jr.,656.0,654.0,5.0,Signed,73.0,0.0,0.0,TB,tier_5,750.0,0.21428571428571427,5.639097744360902,TB,0.0
1167,TE,Irv,Smith Jr,Irv Smith Jr,MIN,0,0,4,0,387,20,910,174,True,0,0,0,0,34,0,0,6,0,0,3,0,0,0,0,0,15,15,0,30,0,Irv,Smith Jr,2413.0,2411.0,30.0,Signed,78.0,0.0,5.0,MIN,tier_4,425.27472527472526,0.0,0.0,MIN,-3.0
1193,TE,Pearce,Spurlin,Pearce Spurlin,DET,4,0,1,0,19,7,553,12,True,0,1,0,0,5,0,0,6,4,0,1,0,0,0,0,2,15,3,0,18,0,Pearce,Spurlin,2615.0,2613.0,18.0,Signed,64.0,0.0,0.0,DET,tier_6,41.59132007233273,0.13333333333333333,3.6166365280289328,DET,-1.0
1194,WR,Zachariah,Branch,Zachariah Branch,DET,0,0,1,0,466,28,491,173,True,0,0,0,0,37,0,0,6,0,0,0,0,0,0,0,3,10,10,0,18,0,Zachariah,Branch,600.0,598.0,18.0,Signed,75.0,0.0,1.0,DET,tier_4,949.0835030549898,0.3,6.109979633401222,DET,-1.0
1200,WR,Johnny,Wilson,Johnny Wilson,DET,0,0,2,0,247,25,420,84,True,0,0,0,0,19,0,0,6,0,0,0,0,0,0,0,1,13,8,0,18,0,Johnny,Wilson,3235.0,3233.0,18.0,Signed,71.0,0.0,2.0,DET,tier_5,588.0952380952381,0.07692307692307693,2.3809523809523814,DET,-1.0
1203,WR,Hykeem,Williams,Hykeem Williams,JAX,3,0,0,0,196,24,187,89,True,0,1,0,0,16,0,0,6,3,0,0,0,0,0,0,1,15,3,0,16,0,Hykeem,Williams,292.0,290.0,16.0,Signed,71.0,0.0,2.0,JAX,tier_5,1064.1711229946525,0.06666666666666667,5.347593582887701,JAX,4.0
1206,WR,Cameron,Seldon,Cameron Seldon,TB,0,0,1,0,740,22,670,279,True,0,0,0,0,59,0,0,6,0,0,0,0,0,0,0,3,15,10,0,5,0,Cameron,Seldon,828.0,826.0,5.0,Signed,71.0,2.0,0.0,TB,tier_5,1104.4776119402986,0.2,4.477611940298508,TB,4.0
1226,TE,Ja'Tavion,Sanders,Ja'Tavion Sanders,HOU,0,0,0,0,0,0,203,0,True,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,3,0,31,0,Ja'Tavion,Sanders,1968.0,1966.0,31.0,Signed,68.0,0.0,0.0,HOU,tier_6,0.0,0.0,0.0,HOU,-3.0
1244,WR,Jordan,Addison,Jordan Addison,HOU,4,0,1,0,763,29,808,263,True,0,1,0,0,54,0,0,6,4,0,0,0,0,0,0,5,15,15,0,31,0,Jordan,Addison,2488.0,2486.0,31.0,Signed,76.0,0.0,0.0,HOU,tier_4,949.2574257425742,0.3333333333333333,6.188118811881188,HOU,-1.0
1250,TE,Albert,Okwuegbunam,Albert Okwuegbunam,TB,0,0,0,0,90,19,516,56,True,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,15,5,0,5,0,Albert,Okwuegbunam,1992.0,1990.0,5.0,Signed,73.0,0.0,3.0,TB,tier_5,174.4186046511628,0.0,0.0,TB,-3.0
1260,TE,Jason,Llewellyn,Jason Llewellyn,LAR,0,0,0,0,46,10,488,28,True,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,2,15,3,0,23,0,Jason,Llewellyn,3686.0,3684.0,23.0,Signed,62.0,0.0,0.0,LAR,tier_6,94.26229508196721,0.13333333333333333,4.0983606557377055,LAR,0.0
1270,FB,Masen,Wake,Masen Wake,CIN,128,0,0,25,30,16,354,16,True,0,36,0,0,6,0,1,6,29,0,1,0,0,0,0,0,15,4,0,1,1,Masen,Wake,2582.0,2580.0,1.0,Signed,73.0,0.0,0.0,CIN,tier_5,446.3276836158192,0.06666666666666667,2.824858757062147,,
1271,HB,Lyn-J,Dixon,Lyn-J Dixon,LAR,156,0,0,49,48,12,233,47,True,0,45,0,0,8,0,2,6,31,0,3,0,0,0,0,1,13,7,0,23,1,Lyn-J,Dixon,3510.0,3508.0,23.0,Signed,70.0,0.0,1.0,LAR,tier_5,875.5364806866953,0.15384615384615385,8.583690987124463,LAR,-2.0
1286,TE,Jake,Briningstol,Jake Briningstol,TB,0,0,5,0,687,24,1067,353,True,0,0,0,0,68,0,0,6,0,0,1,0,0,0,0,6,15,15,1,5,0,Jake,Briningstol,1730.0,1728.0,5.0,Signed,74.0,6.0,0.0,TB,tier_5,643.8612933458294,0.4,5.623242736644799,TB,6.0
1291,TE,Gage,Wilcox,Gage Wilcox,WAS,25,0,0,0,66,11,565,56,True,0,10,0,0,11,0,0,6,5,0,1,0,0,0,0,1,15,5,0,25,0,Gage,Wilcox,1706.0,1704.0,25.0,Signed,70.0,0.0,3.0,WAS,tier_5,161.06194690265488,0.06666666666666667,1.7699115044247788,WAS,-2.0
1295,TE,Hayden,Rucci,Hayden Rucci,WAS,0,0,0,0,18,10,169,13,True,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,1,15,5,0,25,0,Hayden,Rucci,2524.0,2522.0,25.0,Signed,67.0,0.0,0.0,WAS,tier_6,106.50887573964498,0.06666666666666667,5.9171597633136095,WAS,3.0
1302,TE,Jalen,Wydermyer,Jalen Wydermyer,WAS,0,0,3,0,535,25,1046,246,True,0,0,0,0,53,0,0,6,0,0,0,0,0,0,0,5,15,15,0,25,0,Jalen,Wydermyer,3350.0,3348.0,25.0,Signed,74.0,4.0,0.0,WAS,tier_5,511.472275334608,0.3333333333333333,4.780114722753346,WAS,3.0
1355,TE,Sam,Roush,Sam Roush,CLE,0,0,0,0,43,12,408,33,True,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,2,15,4,0,4,0,Sam,Roush,1453.0,1451.0,4.0,Signed,65.0,0.0,0.0,CLE,tier_6,105.3921568627451,0.13333333333333333,4.901960784313726,CLE,3.0
1361,TE,Bennett,Christian,Bennett Christian,KC,43,0,0,4,43,13,504,28,True,0,17,0,0,5,0,0,6,8,0,1,0,0,0,0,1,15,5,0,8,0,Bennett,Christian,637.0,635.0,8.0,Signed,69.0,0.0,0.0,KC,tier_6,170.63492063492063,0.06666666666666667,1.984126984126984,KC,1.0
1379,HB,Corey,Kiner,Corey Kiner,CLE,101,0,0,1,78,17,442,66,True,0,39,0,0,12,0,0,6,4,0,1,0,0,0,0,0,15,4,0,4,1,Corey,Kiner,2367.0,2365.0,4.0,Signed,76.0,0.0,3.0,CLE,tier_4,404.9773755656109,0.06666666666666667,2.2624434389140275,CLE,-4.0
1382,WR,Jaxson,Smith-Njikba,Jaxson Smith-Njikba,CLE,0,0,0,0,1098,63,957,432,True,0,0,0,0,74,0,0,6,0,0,0,0,0,0,0,10,15,15,1,4,0,Jaxson,Smith-Njikba,1766.0,1764.0,4.0,Signed,83.0,8.0,0.0,CLE,tier_3,1147.3354231974922,0.6666666666666666,10.449320794148381,CLE,4.0
1383,TE,Harrison,Bryant,Harrison Bryant,CLE,0,0,1,0,781,35,1087,337,True,0,0,0,0,61,0,0,6,0,0,2,0,0,0,0,5,15,15,0,4,0,Harrison,Bryant,339.0,337.0,4.0,Signed,77.0,4.0,0.0,CLE,tier_4,718.491260349586,0.3333333333333333,4.599816007359705,CLE,4.0
1386,WR,Jadon,Haselwood,Jadon Haselwood,CLE,0,0,0,0,1660,70,1009,632,True,0,0,0,0,107,0,0,6,0,0,0,0,0,0,0,11,15,15,0,4,0,Jadon,Haselwood,3272.0,3270.0,4.0,Signed,98.0,2.0,0.0,CLE,tier_0,1645.1932606541131,0.7333333333333333,10.901883052527255,CLE,1.0
1396,HB,Kendall,Milton,Kendall Milton,NYG,844,0,1,268,297,20,599,173,True,0,207,0,0,32,0,10,6,52,0,22,0,0,0,0,0,12,12,0,15,7,Kendall,Milton,1502.0,1500.0,15.0,Signed,78.0,8.0,0.0,NYG,tier_4,1904.8414023372286,0.5833333333333334,11.686143572621035,NYG,7.0
1402,QB,Bryce,Young,Bryce Young,NYG,259,3913,0,111,0,0,988,0,True,329,47,528,17,0,0,2,6,65,64,5,0,0,45,20,0,15,15,2,15,4,Bryce,Young,1523.0,1521.0,15.0,Signed,84.0,0.0,5.0,NYG,tier_3,262.14574898785423,0.26666666666666666,4.048582995951417,,
1422,QB,Grayson,McCall,Grayson McCall,CLE,197,4754,0,38,0,0,1003,0,True,357,53,569,11,0,0,1,6,36,70,2,0,0,30,35,0,15,15,8,4,1,Grayson,McCall,3296.0,3294.0,4.0,Signed,91.0,4.0,0.0,CLE,tier_1,196.41076769690926,0.06666666666666667,0.9970089730807576,,
1428,TE,Mac,Markway,Mac Markway,NE,7,0,0,0,93,25,685,59,True,0,4,0,0,14,0,0,6,4,0,1,0,0,0,0,1,15,4,0,21,1,Mac,Markway,2917.0,2915.0,21.0,Signed,67.0,0.0,0.0,NE,tier_6,145.985401459854,0.13333333333333333,2.9197080291970803,NE,-1.0
1432,WR,JuJu,Smith-Schuster,JuJu Smith-Schuster,SEA,0,0,0,0,672,43,653,224,True,0,0,0,0,44,0,0,6,0,0,0,0,0,0,0,2,15,15,0,27,0,JuJu,Smith-Schuster,2459.0,2457.0,27.0,Signed,73.0,1.0,0.0,SEA,tier_5,1029.0964777947934,0.13333333333333333,3.0627871362940278,SEA,3.0
1444,WR,Dominick,Blaylock,Dominick Blaylock,NE,14,0,0,0,738,23,643,311,True,0,4,0,0,65,0,0,6,4,0,0,0,0,0,0,6,15,15,0,21,0,Dominick,Blaylock,3265.0,3263.0,21.0,Signed,75.0,0.0,0.0,NE,tier_4,1169.5178849144634,0.4,9.33125972006221,NE,2.0
1445,HB,Clyde,Edwards-Helaire,Clyde Edwards-Helaire,KC,530,0,2,130,154,15,613,128,True,0,157,0,0,21,0,4,6,43,0,8,0,0,0,0,0,12,11,2,8,4,Clyde,Edwards-Helaire,736.0,734.0,8.0,Signed,77.0,1.0,0.0,KC,tier_4,1115.8238172920064,0.3333333333333333,6.525285481239805,KC,-1.0
1446,QB,Jaylen,Henderson,Jaylen Henderson,NE,259,3465,0,7,0,0,924,0,True,292,96,478,15,0,0,0,6,19,70,2,0,0,37,24,0,15,15,7,21,1,Jaylen,Henderson,460.0,458.0,21.0,Signed,72.0,2.0,0.0,NE,tier_5,280.30303030303025,0.06666666666666667,1.0822510822510822,,
1449,WR,Tetairoa,McMillan,Tetairoa McMillan,KC,3,0,0,0,727,30,808,253,True,0,1,0,0,60,0,0,6,3,0,0,0,0,0,0,7,13,13,0,8,0,Tetairoa,McMillan,2758.0,2756.0,8.0,Signed,80.0,3.0,0.0,KC,tier_3,903.4653465346535,0.5384615384615384,8.663366336633665,KC,0.0
1455,HB,Damir,Collins,Damir Collins,NE,254,0,2,78,105,21,341,69,True,0,70,0,0,13,0,2,6,62,0,3,0,0,0,0,1,11,7,0,21,2,Damir,Collins,1372.0,1370.0,21.0,Signed,75.0,0.0,1.0,NE,tier_4,1052.7859237536657,0.2727272727272727,8.797653958944283,NE,-1.0
1458,QB,Ty,Thompson,Ty Thompson,NE,35,385,0,0,0,0,157,0,True,35,13,52,1,0,0,0,6,4,26,0,0,0,7,2,0,14,3,2,21,0,Ty,Thompson,1074.0,1072.0,21.0,Signed,68.0,0.0,0.0,NE,tier_6,222.9299363057325,0.0,0.0,,
1461,WR,Evan,Stewart,Evan Stewart,NE,0,0,1,0,861,28,1011,275,True,0,0,0,0,64,0,0,6,0,0,0,0,0,0,0,6,15,15,0,21,0,Evan,Stewart,2289.0,2287.0,21.0,Signed,84.0,1.0,0.0,NE,tier_3,851.6320474777448,0.4,5.934718100890208,NE,-1.0
1467,WR,Donovan,Peoples-Jones,Donovan Peoples-Jones,DAL,4,0,1,0,907,65,755,362,True,0,1,0,0,62,0,0,6,4,0,1,0,0,0,0,4,14,14,0,10,0,Donovan,Peoples-Jones,2065.0,2063.0,10.0,Signed,82.0,0.0,0.0,DAL,tier_3,1206.6225165562914,0.2857142857142857,5.298013245033113,DAL,3.0
1499,WR,CeeDee,Lamb,CeeDee Lamb,DAL,2,0,1,0,1126,65,910,415,True,0,3,0,0,82,0,0,6,3,0,2,0,0,0,0,10,15,15,0,10,1,CeeDee,Lamb,1536.0,1534.0,10.0,Signed,91.0,3.0,0.0,DAL,tier_1,1239.5604395604396,0.7333333333333333,12.087912087912088,DAL,2.0
1503,TE,Dalton,Schultz,Dalton Schultz,DAL,0,0,4,0,652,27,1117,252,True,0,0,0,0,52,0,0,6,0,0,3,0,0,0,0,3,15,15,0,10,0,Dalton,Schultz,2327.0,2325.0,10.0,Signed,71.0,3.0,0.0,DAL,tier_5,583.7063563115488,0.2,2.6857654431512983,DAL,0.0
1545,TE,Alex,Lines,Alex Lines,NYJ,7,0,0,0,50,17,555,21,True,0,2,0,0,10,0,0,6,4,0,0,0,0,0,0,2,15,3,0,17,0,Alex,Lines,1637.0,1635.0,17.0,Signed,62.0,0.0,0.0,NYJ,tier_6,102.70270270270271,0.13333333333333333,3.6036036036036037,NYJ,0.0
1563,WR,Kyle,Phillips,Kyle Phillips,NYJ,6,0,1,0,669,24,750,231,True,0,3,0,0,52,0,0,6,4,0,0,0,0,0,0,9,15,15,0,17,0,Kyle,Phillips,3455.0,3453.0,17.0,Signed,73.0,7.0,0.0,NYJ,tier_5,900.0,0.6,12.0,NYJ,6.0
1584,TE,Jack,Pedersen,Jack Pedersen,NYJ,0,0,1,0,712,27,1106,306,True,0,0,0,0,63,0,0,6,0,0,1,0,0,0,0,2,15,15,0,17,0,Jack,Pedersen,904.0,902.0,17.0,Signed,78.0,0.0,0.0,NYJ,tier_4,643.7613019891501,0.13333333333333333,1.8083182640144664,NYJ,1.0
1586,HB,Raleek,Brown,Raleek Brown,NYJ,1021,0,0,454,313,22,644,227,True,0,221,0,0,40,0,9,6,91,0,14,0,0,0,0,1,13,13,0,17,4,Raleek,Brown,526.0,524.0,17.0,Signed,87.0,2.0,0.0,NYJ,tier_2,2071.4285714285716,0.38461538461538464,7.763975155279503,NYJ,2.0
1587,QB,Dante,Moore,Dante Moore,MIA,415,2134,0,213,0,0,640,0,True,192,55,318,13,0,0,4,6,73,28,8,0,0,28,16,0,11,11,3,11,3,Dante,Moore,1340.0,1338.0,11.0,Signed,71.0,4.0,0.0,MIA,tier_5,648.4375,0.2727272727272727,4.6875,,
1589,TE,Erick,All,Erick All,MIA,0,0,1,0,545,62,1056,241,True,0,0,0,0,53,0,0,6,0,0,0,0,0,0,0,6,15,15,0,11,0,Erick,All,3205.0,3203.0,11.0,Signed,69.0,10.0,0.0,MIA,tier_6,516.0984848484849,0.4,5.681818181818182,MIA,7.0
1590,QB,Derek,Carr,Derek Carr,MIA,34,1446,0,0,0,0,344,0,True,122,11,183,5,0,0,0,6,4,62,0,0,0,15,9,0,15,7,2,11,0,Derek,Carr,414.0,412.0,11.0,Signed,68.0,2.0,0.0,MIA,tier_6,98.83720930232558,0.0,0.0,,
1591,TE,Benji,Gosnell,Benji Gosnell,MIA,4,10,0,0,74,11,560,51,True,1,1,1,0,12,0,0,6,4,10,0,0,0,0,0,1,15,5,0,11,0,Benji,Gosnell,3682.0,3680.0,11.0,Signed,68.0,0.0,0.0,MIA,tier_6,139.28571428571428,0.06666666666666667,1.7857142857142856,MIA,-1.0
1593,WR,Caleb,Burton,Caleb Burton,ARI,23,0,3,0,763,26,691,292,True,0,11,0,0,58,0,0,6,4,0,0,0,0,0,0,5,13,13,1,6,0,Caleb,Burton,1088.0,1086.0,6.0,Signed,72.0,6.0,0.0,ARI,tier_5,1137.4819102749639,0.38461538461538464,7.23589001447178,ARI,5.0
1600,HB,Anthony,Williams Jr.,Anthony Williams Jr.,MIA,397,0,2,25,225,28,465,171,True,0,142,0,0,30,0,1,6,29,0,5,0,0,0,0,2,14,9,0,11,1,Anthony,Williams Jr.,3039.0,3037.0,11.0,Signed,79.0,0.0,1.0,MIA,tier_4,1337.6344086021506,0.21428571428571427,6.451612903225806,MIA,-1.0
1610,WR,Joseph,Ngata,Joseph Ngata,MIA,6,0,2,0,761,26,732,311,True,0,3,0,0,59,0,0,6,4,0,0,0,0,0,0,2,15,15,0,11,0,Joseph,Ngata,3230.0,3228.0,11.0,Signed,74.0,1.0,0.0,MIA,tier_5,1047.8142076502731,0.13333333333333333,2.73224043715847,MIA,3.0
1618,HB,Camar,Wheaton,Camar Wheaton,SEA,1026,0,1,376,196,20,753,176,True,0,241,0,0,26,0,7,6,88,0,16,0,0,0,0,1,15,15,0,27,5,Camar,Wheaton,1944.0,1942.0,27.0,Signed,92.0,0.0,3.0,SEA,tier_1,1622.8419654714473,0.4,7.968127490039841,SEA,-3.0
1638,TE,Jaleel,Skinner,Jaleel Skinner,PHI,0,0,4,0,520,74,640,183,True,0,0,0,0,41,0,0,6,0,0,1,0,0,0,0,5,12,12,0,12,0,Jaleel,Skinner,1433.0,1431.0,12.0,Signed,86.0,1.0,0.0,PHI,tier_2,812.5,0.4166666666666667,7.8125,PHI,6.0
1639,QB,Preston,Stone,Preston Stone,GB,117,3175,0,0,0,0,826,0,True,275,35,449,8,0,0,0,6,4,29,0,0,0,30,19,0,13,13,5,19,1,Preston,Stone,1415.0,1413.0,19.0,Signed,79.0,0.0,1.0,GB,tier_4,141.64648910411623,0.07692307692307693,1.2106537530266344,,
1640,TE,Braden,Galloway,Braden Galloway,GB,0,0,0,0,770,24,1113,338,True,0,0,0,0,69,0,0,6,0,0,0,0,0,0,0,6,15,15,0,19,0,Braden,Galloway,3443.0,3441.0,19.0,Signed,93.0,1.0,0.0,GB,tier_1,691.8238993710692,0.4,5.3908355795148255,GB,-1.0
1643,WR,Johntay,Cook II,Johntay Cook II,BUF,8,0,0,0,700,71,833,242,True,0,2,0,0,49,0,0,6,4,0,0,0,0,0,0,7,15,15,0,2,0,Johntay,Cook II,1525.0,1523.0,2.0,Signed,80.0,0.0,1.0,BUF,tier_3,849.9399759903962,0.4666666666666667,8.403361344537815,BUF,0.0
1644,QB,Julian,Sayin,Julian Sayin,BUF,238,2990,0,47,0,0,891,0,True,252,59,452,16,0,0,2,6,27,71,2,0,0,34,17,0,15,15,8,2,2,Julian,Sayin,228.0,226.0,2.0,Signed,72.0,1.0,0.0,BUF,tier_5,267.1156004489338,0.13333333333333333,2.244668911335578,,
1646,TE,Arik,Gilbert,Arik Gilbert,BUF,0,0,2,0,527,23,1018,254,True,0,0,0,0,49,0,0,6,0,0,1,0,0,0,0,4,15,15,1,2,0,Arik,Gilbert,363.0,361.0,2.0,Signed,70.0,3.0,0.0,BUF,tier_5,517.6817288801572,0.26666666666666666,3.929273084479371,BUF,1.0
1647,WR,Kayshon,Boutte,Kayshon Boutte,BUF,0,0,0,0,429,29,548,146,True,0,0,0,0,29,0,0,6,0,0,0,0,0,0,0,2,10,10,0,2,0,Kayshon,Boutte,406.0,404.0,2.0,Signed,81.0,0.0,4.0,BUF,tier_3,782.8467153284672,0.2,3.6496350364963503,BUF,-5.0
1648,WR,LaVontae,Shenault,LaVontae Shenault,BUF,0,0,1,0,28,11,179,6,True,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,14,6,0,2,0,LaVontae,Shenault,32.0,30.0,2.0,Signed,64.0,0.0,0.0,BUF,tier_6,156.4245810055866,0.0,0.0,BUF,-1.0
1649,TE,Jalen,Williams,Jalen Williams,BUF,0,0,0,0,100,24,473,47,True,0,0,0,0,9,0,0,6,0,0,1,0,0,0,0,0,15,4,0,2,0,Jalen,Williams,746.0,744.0,2.0,Signed,67.0,0.0,0.0,BUF,tier_6,211.41649048625794,0.0,0.0,BUF,0.0
1676,HB,Emmanuel,Henderson,Emmanuel Henderson,BUF,316,0,1,47,144,19,353,125,True,0,89,0,0,20,0,1,6,41,0,4,0,0,0,0,0,14,14,0,2,0,Emmanuel,Henderson,2884.0,2882.0,2.0,Signed,76.0,0.0,2.0,BUF,tier_4,1303.1161473087818,0.0,0.0,BUF,-3.0
