Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
1912,SS,Jordan,Battle,Jordan Battle,SF,True,32,41,1141,1,30,40,54,1,6,20,41,0,1,0,0,16,0,14,0,1,1,1,15,15,Jordan,Battle,3315.0,3313.0,14.0,Signed,85.0,2.0,0.0,SF,tier_2,0.8764241893076249,3.5056967572304996,14.899211218229622,73.61963190184049,14.022787028921998,1.7528483786152498,0.26666666666666666,SF,3
1920,FS,Sam,McCall,Sam McCall,SF,True,0,19,412,0,7,9,16,0,6,7,19,0,1,1,0,2,0,14,0,0,0,0,15,5,Sam,McCall,1700.0,1698.0,14.0,Signed,69.0,0.0,1.0,SF,tier_6,0.0,4.854368932038835,4.854368932038835,55.8252427184466,4.854368932038835,1.6990291262135921,0.3333333333333333,SF,0
1926,CB,AJ,Harris,AJ Harris,SF,True,0,107,623,0,17,25,34,0,6,16,31,0,6,2,0,7,0,14,0,0,0,0,10,10,AJ,Harris,3595.0,3593.0,14.0,Signed,83.0,3.0,0.0,SF,tier_3,0.0,12.841091492776886,11.235955056179774,81.86195826645265,11.235955056179774,2.568218298555377,0.9,SF,5
1937,LOLB,T.J.,Watt,T.J. Watt,SF,True,0,0,959,0,26,39,51,1,6,14,0,1,0,0,0,1,0,14,7,0,6,0,15,15,T.J.,Watt,2771.0,2769.0,14.0,Signed,81.0,0.0,3.0,SF,tier_3,13.555787278415016,1.0427528675703859,14.598540145985401,80.2919708029197,1.0427528675703859,1.4598540145985401,0.8666666666666667,SF,-1
1939,ROLB,Donell,Harris,Donell Harris,SF,True,23,0,505,1,13,18,31,1,6,6,0,0,0,0,0,0,0,14,5,1,2,0,13,13,Donell,Harris,1000.0,998.0,14.0,Signed,67.0,3.0,0.0,SF,tier_6,13.861386138613861,3.9603960396039604,13.861386138613861,87.12871287128712,0.0,1.188118811881188,0.46153846153846156,SF,6
1941,LE,Bax,Anaele,Bax Anaele,CHI,True,0,0,681,0,16,28,37,1,6,1,0,0,0,0,0,0,0,0,16,0,4,0,15,10,Bax,Anaele,2639.0,2637.0,0.0,Signed,73.0,2.0,0.0,CHI,tier_5,29.368575624082233,0.0,29.368575624082233,77.8267254038179,0.0,0.14684287812041116,0.06666666666666667,CHI,4
1958,ROLB,Chris,Rumph II,Chris Rumph II,CHI,True,0,0,453,0,3,6,9,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,15,4,Chris,Rumph II,2285.0,2283.0,0.0,Signed,66.0,0.0,0.0,CHI,tier_6,2.207505518763797,0.0,2.207505518763797,26.490066225165563,0.0,0.0,0.0,CHI,-2
1981,CB,Ceyair,Wright,Ceyair Wright,CHI,True,0,38,1010,0,24,47,56,0,6,22,23,0,2,0,0,8,0,0,0,0,0,0,15,15,Ceyair,Wright,1904.0,1902.0,0.0,Signed,81.0,0.0,1.0,CHI,tier_3,0.0,1.9801980198019802,7.920792079207921,79.20792079207921,7.920792079207921,2.178217821782178,0.9333333333333333,CHI,-2
1985,LOLB,Nick,Herbig,Nick Herbig,CHI,True,0,0,1027,0,15,28,41,0,6,2,0,1,0,0,0,2,0,0,14,1,4,0,15,15,Nick,Herbig,1518.0,1516.0,0.0,Signed,70.0,4.0,0.0,CHI,tier_5,17.52677702044791,1.9474196689386563,19.474196689386563,54.52775073028238,1.9474196689386563,0.19474196689386564,0.0,CHI,4
2012,SS,Hunter,Wohler,Hunter Wohler,KC,True,0,3,357,0,6,11,15,0,6,0,3,0,1,0,0,4,0,8,1,0,0,0,15,5,Hunter,Wohler,2354.0,2352.0,8.0,Signed,65.0,2.0,0.0,KC,tier_6,2.8011204481792715,2.8011204481792715,14.005602240896359,58.8235294117647,11.204481792717086,0.0,-0.26666666666666666,KC,3
2019,RE,Shemar,Turner,Shemar Turner,CHI,True,24,0,644,1,12,29,34,1,6,1,0,0,0,0,0,0,0,0,9,1,4,1,11,11,Shemar,Turner,503.0,501.0,0.0,Signed,88.0,0.0,2.0,CHI,tier_2,20.18633540372671,4.658385093167702,20.18633540372671,71.42857142857143,0.0,0.15527950310559005,0.09090909090909091,CHI,-2
2024,SS,Grant,Delpit,Grant Delpit,CHI,True,0,0,1208,0,35,41,48,1,6,17,0,0,0,0,0,12,0,0,2,0,0,0,15,15,Grant,Delpit,642.0,640.0,0.0,Signed,87.0,0.0,1.0,CHI,tier_2,1.6556291390728477,0.0,11.589403973509935,68.70860927152319,9.933774834437086,1.4072847682119205,0.3333333333333333,CHI,-3
2031,MLB,Roquan,Smith,Roquan Smith,CHI,True,0,1,990,0,32,63,80,1,6,33,1,0,1,0,0,17,0,0,0,0,0,0,15,15,Roquan,Smith,2444.0,2442.0,0.0,Signed,80.0,0.0,0.0,CHI,tier_3,0.0,1.0101010101010102,17.17171717171717,113.13131313131314,17.17171717171717,3.3333333333333335,1.0666666666666667,CHI,0
2048,ROLB,Rico,Walker,Rico Walker,GB,True,0,0,441,0,10,17,26,0,6,5,0,0,0,0,0,0,0,19,1,0,1,0,15,8,Rico,Walker,1183.0,1181.0,19.0,Signed,66.0,0.0,0.0,GB,tier_6,4.535147392290249,0.0,4.535147392290249,81.63265306122449,0.0,1.1337868480725624,0.3333333333333333,GB,2
2069,MLB,Brian,Asamoah,Brian Asamoah,GB,True,0,71,774,0,32,44,61,0,6,30,26,0,5,0,0,7,0,19,1,0,0,0,12,7,Brian,Asamoah,3204.0,3202.0,19.0,Signed,75.0,5.0,0.0,GB,tier_4,1.2919896640826873,6.459948320413436,10.335917312661499,120.15503875968993,9.04392764857881,3.875968992248062,1.9166666666666667,GB,6
2073,DT,Tyler,Davis,Tyler Davis,GB,True,0,0,927,0,29,38,45,1,6,1,0,0,0,0,0,0,0,19,12,0,3,0,15,15,Tyler,Davis,3190.0,3188.0,19.0,Signed,84.0,0.0,2.0,GB,tier_3,16.181229773462782,0.0,16.181229773462782,79.82740021574973,0.0,0.10787486515641855,0.06666666666666667,GB,-6
2084,CB,Kalon,Barnes,Kalon Barnes,GB,True,0,0,388,0,4,9,11,0,6,8,0,0,0,0,0,2,0,19,0,0,0,0,15,4,Kalon,Barnes,3488.0,3486.0,19.0,Signed,73.0,0.0,3.0,GB,tier_5,0.0,0.0,5.154639175257732,38.659793814432994,5.154639175257732,2.0618556701030926,0.4,GB,-4
2094,SS,Jabrill,Peppers,Jabrill Peppers,GB,True,0,0,1050,0,31,31,49,1,6,21,0,0,0,0,0,7,0,19,0,0,0,0,15,15,Jabrill,Peppers,2067.0,2065.0,19.0,Signed,73.0,0.0,0.0,GB,tier_5,0.0,0.0,6.666666666666667,76.1904761904762,6.666666666666667,2.0,0.9333333333333333,GB,0
2127,ROLB,Jalon,Walker,Jalon Walker,GB,True,0,0,336,0,4,2,5,0,6,0,0,0,0,0,0,0,0,19,1,0,0,0,15,4,Jalon,Walker,1705.0,1703.0,19.0,Signed,67.0,0.0,0.0,GB,tier_6,2.976190476190476,0.0,2.976190476190476,26.785714285714285,0.0,0.0,0.0,GB,0
2146,MLB,Josh,Calvert,Josh Calvert,TB,True,13,0,545,1,18,24,37,1,6,15,0,0,0,0,0,1,0,5,0,1,0,0,13,5,Josh,Calvert,2145.0,2143.0,5.0,Signed,70.0,0.0,1.0,TB,tier_5,0.0,3.669724770642202,1.834862385321101,100.91743119266056,1.834862385321101,2.7522935779816518,1.0769230769230769,TB,1
2164,CB,Fred,Davis II,Fred Davis II,GB,True,0,43,1015,0,24,30,44,1,6,17,24,0,2,0,0,4,0,19,0,0,0,0,15,15,Fred,Davis II,2729.0,2727.0,19.0,Signed,80.0,0.0,1.0,GB,tier_3,0.0,1.9704433497536944,3.940886699507389,66.99507389162561,3.940886699507389,1.6748768472906401,0.8666666666666667,GB,-2
2167,DT,Keondre,Coburn,Keondre Coburn,SF,True,0,0,873,0,18,21,27,0,6,0,0,0,0,0,0,0,0,14,10,2,1,0,15,15,Keondre,Coburn,3216.0,3214.0,14.0,Signed,86.0,0.0,5.0,SF,tier_2,12.600229095074456,2.2909507445589923,12.600229095074456,51.546391752577314,0.0,0.0,0.0,SF,-5
2181,FS,Taylor,Rapp,Taylor Rapp,SF,True,0,26,1041,0,26,28,44,0,6,13,26,0,1,0,0,6,0,14,0,0,0,0,15,15,Taylor,Rapp,2168.0,2166.0,14.0,Signed,79.0,0.0,1.0,SF,tier_4,0.0,0.9606147934678194,5.763688760806916,67.24303554274735,5.763688760806916,1.248799231508165,0.4666666666666667,SF,-1
2213,RE,Nick,Bosa,Nick Bosa,SF,True,18,0,811,1,17,29,38,1,6,0,0,0,0,0,0,0,0,14,11,1,10,0,15,15,Nick,Bosa,242.0,240.0,14.0,Signed,89.0,0.0,2.0,SF,tier_2,25.89395807644883,2.466091245376079,25.89395807644883,67.81750924784218,0.0,0.0,0.0,SF,1
2219,MLB,Fred,Warner,Fred Warner,SF,True,0,12,988,0,32,58,78,1,6,27,12,0,1,0,0,14,0,14,2,1,2,0,15,15,Fred,Warner,2750.0,2748.0,14.0,Signed,82.0,3.0,0.0,SF,tier_3,4.048582995951417,2.0242914979757085,18.218623481781375,111.33603238866397,14.17004048582996,2.7327935222672064,0.8666666666666667,SF,2
2220,FS,Makari,Vickers,Makari Vickers,BAL,True,52,35,1090,1,34,34,41,0,6,16,30,0,2,0,0,5,0,24,0,1,0,0,15,15,Makari,Vickers,346.0,344.0,24.0,Signed,72.0,3.0,0.0,BAL,tier_5,0.0,3.669724770642202,4.587155963302752,68.80733944954129,4.587155963302752,1.4678899082568808,0.7333333333333333,BAL,2
2224,FS,Rashad,Torrence II,Rashad Torrence II,BAL,True,0,0,427,0,6,6,13,0,6,2,0,0,0,0,0,5,0,24,0,0,1,0,15,4,Rashad,Torrence II,3106.0,3104.0,24.0,Signed,69.0,2.0,0.0,BAL,tier_6,2.34192037470726,0.0,14.05152224824356,44.49648711943794,11.7096018735363,0.468384074941452,-0.2,BAL,3
2235,CB,DaRon,Bland,DaRon Bland,BAL,True,0,16,1082,0,25,42,50,0,6,22,16,0,1,0,0,7,0,24,0,0,0,0,15,9,DaRon,Bland,3513.0,3511.0,24.0,Signed,76.0,0.0,2.0,BAL,tier_4,0.0,0.9242144177449169,6.469500924214418,69.31608133086877,6.469500924214418,2.033271719038817,1.0,BAL,-4
2268,MLB,Kenneth,Murray Jr,Kenneth Murray Jr,BAL,True,0,0,722,0,22,47,56,1,6,19,0,0,0,0,0,2,0,24,1,0,0,0,11,11,Kenneth,Murray Jr,1899.0,1897.0,24.0,Signed,86.0,0.0,4.0,BAL,tier_2,1.3850415512465375,0.0,4.1551246537396125,108.03324099722991,2.770083102493075,2.631578947368421,1.5454545454545454,BAL,-6
2302,ROLB,Keaten,Wade,Keaten Wade,BAL,True,0,0,357,0,3,2,2,0,6,0,0,0,0,0,0,0,0,24,0,0,0,0,15,4,Keaten,Wade,2186.0,2184.0,24.0,Signed,63.0,0.0,2.0,BAL,tier_6,0.0,0.0,0.0,14.005602240896359,0.0,0.0,0.0,BAL,-4
2317,CB,Prophet,Brown,Prophet Brown,BAL,True,34,0,809,1,13,22,31,1,6,21,0,0,0,0,0,5,0,24,0,1,0,0,15,4,Prophet,Brown,3597.0,3595.0,24.0,Signed,73.0,0.0,2.0,BAL,tier_5,0.0,2.472187886279357,6.1804697156983925,54.388133498145855,6.1804697156983925,2.595797280593325,1.0666666666666667,BAL,-4
2323,ROLB,Marvin,Jones Jr.,Marvin Jones Jr.,BAL,True,0,0,450,0,5,5,9,0,6,2,0,0,0,0,0,4,0,24,0,0,2,0,15,6,Marvin,Jones Jr.,1510.0,1508.0,24.0,Signed,75.0,0.0,4.0,BAL,tier_4,4.444444444444445,0.0,13.333333333333334,31.11111111111111,8.88888888888889,0.4444444444444444,-0.13333333333333333,BAL,-3
2368,DT,Damon,Payne,Damon Payne,BAL,True,0,0,794,0,19,31,40,0,6,2,0,0,0,0,0,0,0,24,8,0,5,0,15,15,Damon,Payne,1416.0,1414.0,24.0,Signed,76.0,0.0,2.0,BAL,tier_4,16.3727959697733,0.0,16.3727959697733,74.3073047858942,0.0,0.2518891687657431,0.13333333333333333,BAL,-5
2395,SS,Brandon,Jones,Brandon Jones,BAL,True,0,29,1050,0,24,39,54,1,6,27,16,0,3,0,0,14,0,24,0,0,0,0,15,15,Brandon,Jones,1407.0,1405.0,24.0,Signed,70.0,2.0,0.0,BAL,tier_5,0.0,2.857142857142857,13.333333333333334,74.28571428571429,13.333333333333334,2.571428571428571,0.8666666666666667,BAL,4
2423,SS,JaHad,Carter,JaHad Carter,BAL,True,13,0,369,1,4,8,11,0,6,6,0,0,0,0,0,3,0,24,0,1,0,0,15,4,JaHad,Carter,3655.0,3653.0,24.0,Signed,66.0,0.0,0.0,BAL,tier_6,0.0,5.420054200542006,8.130081300813009,40.65040650406504,8.130081300813009,1.6260162601626018,0.2,BAL,2
2429,ROLB,Curtis,Jacobs,Curtis Jacobs,BAL,True,29,0,910,1,26,19,38,1,6,7,0,0,0,0,0,1,0,24,8,1,3,0,15,15,Curtis,Jacobs,1734.0,1732.0,24.0,Signed,69.0,5.0,0.0,BAL,tier_6,12.087912087912088,2.197802197802198,13.186813186813186,70.32967032967034,1.098901098901099,0.7692307692307693,0.4,BAL,5
2440,CB,Christian,Gonzalez,Christian Gonzalez,BAL,True,0,64,956,0,26,33,44,1,6,24,38,0,4,0,0,8,0,24,0,0,0,0,15,15,Christian,Gonzalez,1869.0,1867.0,24.0,Signed,78.0,0.0,0.0,BAL,tier_4,0.0,4.184100418410042,8.368200836820083,73.22175732217573,8.368200836820083,2.510460251046025,1.0666666666666667,BAL,0
2444,LE,Braiden,McGregor,Braiden McGregor,BAL,True,0,0,1029,1,18,38,42,0,6,1,0,1,0,0,0,0,0,24,11,1,9,1,15,15,Braiden,McGregor,1222.0,1220.0,24.0,Signed,84.0,1.0,0.0,BAL,tier_3,19.43634596695821,3.887269193391642,19.43634596695821,58.309037900874635,0.0,0.09718172983479105,0.06666666666666667,BAL,-2
2503,MLB,Malik,Harrison,Malik Harrison,BAL,True,6,0,646,1,25,38,55,0,6,20,0,0,0,0,0,7,1,24,0,1,1,0,10,6,Malik,Harrison,1100.0,1098.0,24.0,Signed,74.0,8.0,0.0,BAL,tier_5,1.5479876160990713,4.643962848297213,12.38390092879257,123.83900928792569,10.8359133126935,3.0959752321981426,1.3,BAL,8
2510,ROLB,Smael,Mondon,Smael Mondon,CLE,True,0,0,472,0,10,10,12,0,6,2,0,0,0,0,0,0,0,4,1,0,0,0,15,6,Smael,Mondon,1958.0,1956.0,4.0,Signed,70.0,0.0,2.0,CLE,tier_5,2.1186440677966103,0.0,2.1186440677966103,46.610169491525426,0.0,0.423728813559322,0.13333333333333333,CLE,-5
2520,ROLB,Keith,Brown,Keith Brown,NYJ,True,0,0,384,0,5,4,7,0,6,1,0,0,0,0,0,0,0,17,0,0,0,0,15,3,Keith,Brown,3752.0,3750.0,17.0,Signed,62.0,0.0,1.0,NYJ,tier_6,0.0,0.0,0.0,31.25,0.0,0.26041666666666663,0.06666666666666667,NYJ,-2
2580,SS,Jack,Howell,Jack Howell,NYJ,True,0,25,540,0,10,13,25,1,6,15,25,0,1,1,0,3,0,17,2,0,0,0,15,3,Jack,Howell,1608.0,1606.0,17.0,Signed,65.0,1.0,0.0,NYJ,tier_6,3.7037037037037037,3.7037037037037037,9.25925925925926,64.81481481481481,5.555555555555555,2.7777777777777777,0.8,NYJ,1
2585,LOLB,Jeremiah,Alexander,Jeremiah Alexander,NYJ,True,41,19,887,2,17,49,53,0,6,15,19,1,1,1,0,0,0,17,10,2,17,0,15,15,Jeremiah,Alexander,1050.0,1048.0,17.0,Signed,83.0,8.0,0.0,NYJ,tier_3,30.439684329199547,7.891770011273957,30.439684329199547,78.91770011273958,0.0,1.6910935738444193,1.0,NYJ,6
2586,DT,Jordan,Davis,Jordan Davis,NYJ,True,33,0,998,1,16,32,35,1,6,1,0,1,0,0,0,0,0,17,11,1,6,0,15,15,Jordan,Davis,3334.0,3332.0,17.0,Signed,89.0,1.0,0.0,NYJ,tier_2,17.034068136272545,3.006012024048096,17.034068136272545,51.102204408817634,0.0,0.1002004008016032,0.06666666666666667,NYJ,-2
2613,FS,Brandon,Joseph,Brandon Joseph,NYJ,True,0,34,1083,0,40,34,38,1,6,11,34,0,1,0,0,2,1,17,0,0,0,0,15,15,Brandon,Joseph,3327.0,3325.0,17.0,Signed,95.0,0.0,2.0,NYJ,tier_0,0.0,1.8467220683287164,1.8467220683287164,72.02216066481995,1.8467220683287164,1.0156971375807942,0.6,NYJ,-10
2615,RE,Myjai,Sanders,Myjai Sanders,SEA,True,52,0,1032,2,22,31,42,1,6,1,0,1,0,0,0,2,0,27,18,2,10,0,15,15,Myjai,Sanders,3335.0,3333.0,27.0,Signed,75.0,6.0,0.0,SEA,tier_4,27.131782945736433,4.844961240310077,29.069767441860463,62.01550387596899,1.937984496124031,0.09689922480620156,-0.06666666666666667,SEA,5
2622,DT,Travis,Shaw,Travis Shaw,CLE,True,0,0,972,0,18,38,40,1,6,0,0,0,0,0,0,0,0,4,14,0,3,0,15,15,Travis,Shaw,1513.0,1511.0,4.0,Signed,89.0,0.0,3.0,CLE,tier_2,17.48971193415638,0.0,17.48971193415638,59.67078189300411,0.0,0.0,0.0,CLE,-5
2625,FS,Keon,Sabb,Keon Sabb,NYJ,True,0,15,332,0,6,7,8,0,6,1,15,0,1,0,0,1,1,17,0,1,0,0,15,3,Keon,Sabb,788.0,786.0,17.0,Signed,66.0,2.0,0.0,NYJ,tier_6,0.0,9.036144578313253,3.0120481927710845,42.16867469879518,3.0120481927710845,0.30120481927710846,0.0,NYJ,4
2664,MLB,Krys,Barnes,Krys Barnes,NYJ,True,0,0,629,0,12,32,47,1,6,26,0,0,0,0,0,6,0,17,1,0,2,0,10,10,Krys,Barnes,137.0,135.0,17.0,Signed,78.0,0.0,1.0,NYJ,tier_4,4.769475357710651,0.0,14.308426073131956,93.79968203497616,9.538950715421302,4.133545310015898,2.0,NYJ,-3
2682,LE,John,Franklin-Myers,John Franklin-Myers,NYJ,True,17,0,686,1,16,35,34,1,6,1,0,0,0,0,0,1,0,17,12,2,8,0,12,12,John,Franklin-Myers,864.0,862.0,17.0,Signed,90.0,1.0,0.0,NYJ,tier_1,29.154518950437318,4.373177842565598,30.612244897959183,72.8862973760933,1.4577259475218658,0.1457725947521866,0.0,NYJ,1
2684,CB,Sevyn,Banks,Sevyn Banks,SEA,True,0,91,1003,0,29,47,64,1,6,26,35,0,4,1,0,11,0,27,0,0,0,0,15,15,Sevyn,Banks,3368.0,3366.0,27.0,Signed,79.0,0.0,0.0,SEA,tier_4,0.0,4.985044865403789,10.967098703888334,92.72183449651047,10.967098703888334,2.59222333000997,1.0,SEA,2
2695,CB,Denzel,Ward,Denzel Ward,CLE,True,0,85,976,0,22,43,56,1,6,26,45,0,3,0,0,16,0,4,0,0,0,0,15,15,Denzel,Ward,2745.0,2743.0,4.0,Signed,85.0,1.0,0.0,CLE,tier_2,0.0,3.0737704918032787,16.393442622950822,79.91803278688525,16.393442622950822,2.663934426229508,0.6666666666666666,CLE,2
2700,ROLB,Caleb,Herring,Caleb Herring,NO,True,0,0,359,0,6,3,5,0,6,0,0,0,0,0,0,0,0,26,0,0,0,0,15,4,Caleb,Herring,2898.0,2896.0,26.0,Signed,65.0,0.0,1.0,NO,tier_6,0.0,0.0,0.0,30.64066852367688,0.0,0.0,0.0,NO,-2
2721,CB,Jahlil,Hurley,Jahlil Hurley,NO,True,0,0,967,0,21,28,48,1,6,20,0,0,0,0,0,12,0,26,1,0,1,0,15,4,Jahlil,Hurley,2872.0,2870.0,26.0,Signed,75.0,0.0,1.0,NO,tier_4,2.0682523267838677,0.0,14.477766287487073,71.35470527404343,12.409513960703205,2.0682523267838677,0.5333333333333333,NO,-1
2738,SS,Bubba,Bolden,Bubba Bolden,NO,True,0,0,766,0,17,24,40,0,6,17,0,0,0,0,0,8,0,26,0,0,0,0,15,11,Bubba,Bolden,3360.0,3358.0,26.0,Signed,72.0,0.0,1.0,NO,tier_5,0.0,0.0,10.443864229765014,74.41253263707571,10.443864229765014,2.219321148825065,0.6,NO,0
2768,CB,Jaden,Davis,Jaden Davis,NO,True,0,121,1050,0,37,37,51,1,6,20,31,0,5,0,0,7,0,26,0,0,0,0,15,14,Jaden,Davis,3086.0,3084.0,26.0,Signed,79.0,1.0,0.0,NO,tier_4,0.0,4.761904761904763,6.666666666666667,83.80952380952381,6.666666666666667,1.9047619047619049,0.8666666666666667,NO,0
2777,LOLB,Jaelan,Phillips,Jaelan Phillips,NO,True,53,0,673,3,15,26,28,0,6,7,0,0,0,0,0,1,0,26,5,4,2,1,11,11,Jaelan,Phillips,2092.0,2090.0,26.0,Signed,80.0,3.0,0.0,NO,tier_3,10.401188707280832,11.88707280832095,11.88707280832095,63.893016344725105,1.4858841010401187,1.040118870728083,0.5454545454545454,NO,0
2865,CB,Mykael,Wright,Mykael Wright,SEA,True,26,34,1049,1,25,35,48,0,6,24,34,0,1,0,0,12,0,27,0,1,0,1,15,15,Mykael,Wright,3252.0,3250.0,27.0,Signed,79.0,3.0,0.0,SEA,tier_4,0.0,3.813155386081983,11.439466158245947,69.59008579599619,11.439466158245947,2.2878932316491896,0.8,SEA,1
2867,RE,David,Ojabo,David Ojabo,PHI,True,0,0,497,0,10,0,10,1,6,0,0,0,0,0,0,0,0,12,2,1,3,0,15,15,David,Ojabo,2480.0,2478.0,12.0,Signed,74.0,0.0,4.0,PHI,tier_5,10.060362173038229,2.012072434607646,10.060362173038229,40.241448692152915,0.0,0.0,0.0,PHI,-3
2870,ROLB,Isaiah,Crawford,Isaiah Crawford,NO,True,0,0,553,0,11,12,19,1,6,3,0,0,0,0,0,0,0,26,4,0,0,0,15,7,Isaiah,Crawford,801.0,799.0,26.0,Signed,68.0,0.0,0.0,NO,tier_6,7.2332730560578655,0.0,7.2332730560578655,54.249547920434,0.0,0.5424954792043399,0.2,NO,2
2873,RE,Kingsley,Enagbare,Kingsley Enagbare,NO,True,10,0,1027,1,34,31,39,1,6,3,0,0,0,0,0,2,0,26,7,2,8,0,15,15,Kingsley,Enagbare,3313.0,3311.0,26.0,Signed,77.0,0.0,1.0,NO,tier_4,14.605647517039923,2.9211295034079843,16.553067185978577,71.08081791626095,1.9474196689386563,0.2921129503407984,0.06666666666666667,NO,-4
2886,FS,Derrick,Davis Jr,Derrick Davis Jr,NO,True,0,112,973,0,25,50,61,1,6,25,35,0,5,0,0,12,0,26,0,0,2,0,15,4,Derrick,Davis Jr,2307.0,2305.0,26.0,Signed,85.0,2.0,0.0,NO,tier_2,2.055498458376156,5.138746145940391,14.388489208633095,88.38643371017471,12.332990750256936,2.5693730729701953,0.8666666666666667,NO,8
2887,CB,Caleb,Farley,Caleb Farley,NO,True,0,64,996,0,35,35,45,1,6,29,29,0,4,0,0,11,0,26,0,1,0,0,15,15,Caleb,Farley,790.0,788.0,26.0,Signed,86.0,0.0,0.0,NO,tier_2,0.0,5.020080321285141,11.04417670682731,80.32128514056225,11.04417670682731,2.9116465863453818,1.2,NO,2
2909,MLB,Jasheen,Davis,Jasheen Davis,NO,True,0,0,481,0,7,15,26,1,6,6,0,0,0,0,0,3,0,26,0,0,0,0,15,7,Jasheen,Davis,1974.0,1972.0,26.0,Signed,64.0,0.0,0.0,NO,tier_6,0.0,0.0,6.237006237006238,68.60706860706861,6.237006237006238,1.2474012474012475,0.2,NO,0
2941,DT,Isaiah,Hastings,Isaiah Hastings,IND,True,11,0,878,1,22,33,43,0,6,0,0,0,0,0,0,0,0,9,13,1,6,0,15,4,Isaiah,Hastings,2975.0,2973.0,9.0,Signed,73.0,5.0,0.0,IND,tier_5,21.64009111617312,2.277904328018223,21.64009111617312,74.03189066059225,0.0,0.0,0.0,IND,2
2963,CB,Denver,Harris,Denver Harris,CLE,True,0,36,1055,0,29,42,55,0,6,29,36,0,1,0,0,15,0,4,0,0,1,0,15,15,Denver,Harris,2115.0,2113.0,4.0,Signed,82.0,0.0,0.0,CLE,tier_3,0.9478672985781991,0.9478672985781991,15.165876777251185,79.62085308056872,14.218009478672984,2.748815165876777,0.9333333333333333,CLE,-2
2977,CB,Desmond,Ricks,Desmond Ricks,IND,True,0,0,632,0,15,19,21,0,6,7,0,0,0,0,0,5,0,9,0,0,0,0,15,8,Desmond,Ricks,12.0,10.0,9.0,Signed,79.0,0.0,2.0,IND,tier_4,0.0,0.0,7.9113924050632916,56.962025316455694,7.9113924050632916,1.1075949367088607,0.13333333333333333,IND,-3
2978,CB,Jalen,Green,Jalen Green,IND,True,0,34,840,0,25,27,38,1,6,21,22,0,2,0,0,6,0,9,0,0,0,0,13,13,Jalen,Green,3470.0,3468.0,9.0,Signed,87.0,0.0,3.0,IND,tier_2,0.0,2.3809523809523814,7.142857142857142,75.0,7.142857142857142,2.5,1.1538461538461537,IND,-4
3022,ROLB,Enai,White,Enai White,IND,True,0,0,583,0,9,15,16,0,6,6,0,0,0,0,0,1,0,9,2,0,1,0,15,4,Enai,White,3049.0,3047.0,9.0,Signed,71.0,0.0,1.0,IND,tier_5,5.145797598627787,0.0,6.861063464837049,42.881646655231556,1.7152658662092624,1.0291595197255576,0.3333333333333333,IND,-4
3079,MLB,Devin,Lloyd,Devin Lloyd,IND,True,21,7,1000,1,32,76,92,0,6,38,7,0,1,0,0,8,0,9,0,1,2,0,15,15,Devin,Lloyd,3371.0,3369.0,9.0,Signed,91.0,0.0,0.0,IND,tier_1,2.0,3.0,10.0,124.0,8.0,3.8,2.0,IND,-2
3090,LOLB,Brandon,Smith,Brandon Smith,IND,True,0,0,386,0,17,24,28,0,6,15,0,0,0,0,0,0,0,9,0,0,1,0,14,14,Brandon,Smith,3403.0,3401.0,9.0,Signed,72.0,0.0,2.0,IND,tier_5,2.5906735751295336,0.0,2.5906735751295336,116.58031088082902,0.0,3.8860103626943006,1.0714285714285714,IND,3
3112,LOLB,Henry,To'o To'o,Henry To'o To'o,CLE,True,0,33,837,0,31,41,53,1,6,20,33,0,1,0,0,2,0,4,7,0,2,0,15,15,Henry,To'o To'o,3386.0,3384.0,4.0,Signed,82.0,0.0,0.0,CLE,tier_3,10.752688172043012,1.194743130227001,13.142174432497013,100.3584229390681,2.389486260454002,2.3894862604540026,1.2,CLE,1
3117,LE,Jay,Tufele,Jay Tufele,IND,True,0,0,328,0,8,10,14,1,6,0,0,0,0,0,0,0,0,9,5,0,3,0,15,15,Jay,Tufele,2669.0,2667.0,9.0,Signed,70.0,0.0,2.0,IND,tier_5,24.390243902439025,0.0,24.390243902439025,67.07317073170732,0.0,0.0,0.0,IND,1
