Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow
,,,,,LOLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.01-0.24,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,
,,,,,LOLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,
,,,,,,,,,,,,,,LOLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,7.00-25.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,25.00,,,,,,,,,,,,,,,,,7.00,,
,,,,,,,,,,,,,,LOLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,5.00-6.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,6.99,,,,,,,,,,,,,,,,,5.00,,
,,,,,,,,,,,,,,LOLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,3.00-4.99,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,4.99,,,,,,,,,,,,,,,,,3.00,,
,,,,,,,,,,,,,,LOLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,1.50-2.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,1.50,,
,,,,,,,,,,,,,,LOLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.50-1.49,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,0.50,,
,,,,,,,,,,,,,,LOLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.00-0.49,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,0.00,,
,,,,,,,,,,,,,,,LOLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,7-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,7,
,,,,,,,,,,,,,,,LOLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,,LOLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,LOLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,LOLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,LOLB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0-1,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.50-10.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.00-1.49,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.60-0.99,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.25-0.59,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.01-0.24,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-12.0,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,7.00-25.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,25.00,,,,,,,,,,,,,,,,,7.00,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,5.00-6.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,6.99,,,,,,,,,,,,,,,,,5.00,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,3.00-4.99,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,4.99,,,,,,,,,,,,,,,,,3.00,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.50-2.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,1.50,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.50-1.49,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,0.50,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.00-0.49,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-5.0,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,0.00,,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,7-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,7,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0-1,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1.50-10.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1.00-1.49,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.60-0.99,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.25-0.59,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.01-0.24,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-7.0,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,7.00-25.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,25.00,,,,,,,,,,,,,,,,,7.00,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,5.00-6.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,6.99,,,,,,,,,,,,,,,,,5.00,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,3.00-4.99,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4.99,,,,,,,,,,,,,,,,,3.00,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1.50-2.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,1.50,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.50-1.49,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,0.50,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.00-0.49,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,0.00,,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,7-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,7,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0-1,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,1.50-10.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,1.00-1.49,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.60-0.99,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.25-0.59,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.01-0.24,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-5.0,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-8.0,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,7.00-25.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,25.00,,,,,,,,,,,,,,,,,7.00,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,5.00-6.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,6.99,,,,,,,,,,,,,,,,,5.00,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,3.00-4.99,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,4.99,,,,,,,,,,,,,,,,,3.00,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,1.50-2.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,1.50,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.50-1.49,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,0.50,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.00-0.49,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,0.00,,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,7-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,7,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0-1,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,1.50-10.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,1.00-1.49,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.60-0.99,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.25-0.59,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.01-0.24,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,7.00-25.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,25.00,,,,,,,,,,,,,,,,,7.00,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,5.00-6.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,6.99,,,,,,,,,,,,,,,,,5.00,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,3.00-4.99,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,4.99,,,,,,,,,,,,,,,,,3.00,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,1.50-2.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,1.50,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.50-1.49,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,0.50,,
,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.00-0.49,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,0.00,,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,7-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,7,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,ROLB,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0-1,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,1.50-10.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,1.00-1.49,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.60-0.99,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.25-0.59,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.01-0.24,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,
,,,,,ROLB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,
