FullName,Position,TeamName,RatingTier,StatCheck,value,StatTier,StatHigh,StatLow
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Ryan Nall,HB,DEN,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Travell Harris,WR,ARI,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Rondale Moore,WR,ARI,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_2,2,2
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_2,2,2
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_2,2,2
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_2,2,2
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_2,2,2
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_2,2,2
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_2,2,2
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_3,3,3
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_3,3,3
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_3,3,3
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_3,3,3
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_3,3,3
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_3,3,3
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_3,3,3
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_4,4,4
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_4,4,4
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_4,4,4
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_4,4,4
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_4,4,4
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_4,4,4
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_4,4,4
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_5,25,5
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_5,25,5
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_5,25,5
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_5,25,5
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_5,25,5
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_5,25,5
Brandon Aiyuk,WR,SF,tier_4,RUSHFUMBLES,0.0,tier_5,25,5
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_0,0,0
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_0,0,0
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_0,0,0
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_0,0,0
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_0,0,0
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_0,0,0
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_0,0,0
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_1,1,1
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_1,1,1
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_1,1,1
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_1,1,1
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_1,1,1
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_1,1,1
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_1,1,1
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_2,2,2
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_2,2,2
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_2,2,2
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_2,2,2
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_2,2,2
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_2,2,2
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_2,2,2
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_3,3,3
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_3,3,3
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_3,3,3
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_3,3,3
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_3,3,3
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_3,3,3
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_3,3,3
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_4,4,4
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_4,4,4
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_4,4,4
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_4,4,4
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_4,4,4
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_4,4,4
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_4,4,4
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_5,25,5
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_5,25,5
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_5,25,5
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_5,25,5
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_5,25,5
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_5,25,5
Karan Higdon,HB,SF,tier_6,RUSHFUMBLES,1.0,tier_5,25,5
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_2,2,2
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_2,2,2
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_2,2,2
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_2,2,2
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_2,2,2
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_2,2,2
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_2,2,2
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_3,3,3
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_3,3,3
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_3,3,3
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_3,3,3
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_3,3,3
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_3,3,3
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_3,3,3
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_4,4,4
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_4,4,4
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_4,4,4
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_4,4,4
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_4,4,4
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_4,4,4
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_4,4,4
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_5,25,5
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_5,25,5
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_5,25,5
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_5,25,5
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_5,25,5
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_5,25,5
Kyle Juszczyk,FB,SF,tier_4,RUSHFUMBLES,0.0,tier_5,25,5
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Chris Streveler,QB,PIT,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_0,0,0
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_0,0,0
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_0,0,0
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_0,0,0
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_0,0,0
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_0,0,0
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_0,0,0
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_1,1,1
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_1,1,1
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_1,1,1
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_1,1,1
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_1,1,1
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_1,1,1
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_1,1,1
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_2,2,2
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_2,2,2
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_2,2,2
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_2,2,2
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_2,2,2
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_2,2,2
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_2,2,2
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_3,3,3
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_3,3,3
Gardner Minshew II,QB,PIT,tier_6,RUSHFUMBLES,5.0,tier_3,3,3
